Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF,toc,rock_type,clay_vol,GOR
42-227401440000,RIVERRUN NORTH 16C 3HK,OVINTIV,HOWARD,WOLFCAMP A,7/18/2019,6121,449780,16251569,580.6553544,73.5,2655,0.9,369,399,327,0.057,0.134158048,7485.7,,1.58212276,,0.299735704,469.3784757
42-329433430000,MIDKIFF 43-06 0606 0626SH,EXXON,MIDLAND,LOWER SPRABERRY,8/27/2020,8103,379813,11396323,769.513818,46.9,1406,0.7,,,413.7,0.05,0.160275724,8538.7,,1.443372189,,0.340851378,2723.825232
42-383406240000,BLOXOM SOUTH 210-219 ALLOC 02 02HA,FDL,REAGAN,WOLFCAMP A,11/2/2019,9799,515455,24275470,1337.183813,52.6,2477,1.1,267,,342.3,0.068,0.145209215,6875.8,1.988458869,2.304093868,,0.30473998,1628.158602
42-461411800000,JOSHUA 32-51 A 11AL,HENRY RESOURCES LLC,UPTON,WOLFCAMP A,7/26/2019,10535,711757,31683902,1574.918008,67.6,3007,1.1,493,994,310,0.068,0.070067546,8807,2.105553966,1.522563371,,0.233150083,726.251811
42-329434080000,DIAMOND RIO 9-16-D 4307H,PIONEER,MIDLAND,WOLFCAMP B,12/14/2019,12579,712195,23334954,,56.6,1855,0.8,641,1194,99.3,0.086,0.269083492,9815.2,1.480271495,1.219945962,,0.255886782,996.0649347
42-227401300000,TRAVELER 18-30 G 7WA,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,3/9/2020,10242,448229,26456136,,43.8,2583,1.4,464,863,382.1,0.069,0.315403847,8087.1,,2.312739857,,0.280608356,
42-461412220000,WARHEAD 0405 D 8HM,APACHE,UPTON,WOLFCAMP B,4/16/2020,7204,482740,18182511,1013.231225,67,2524,0.9,349,444,286.6,0.076,0.269852478,8785.2,1.650225296,2.148226225,,0.33835332,1018.998436
42-317423400000,UL 1125 E4 04MB,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,4/14/2020,12435,397708,22709186,1226.027308,32,1826,1.4,426,710,231.9,0.071,0.147318034,8822.9,1.665481753,1.54260505,,0.272516949,769.5296073
42-227402160000,SCHRUTE B 1724LS,SM ENERGY,HOWARD,LOWER SPRABERRY,6/24/2020,12922,577633,24222833,954.1994451,44.7,1875,1,,,425.2,0.083,0.228840308,7616.7,1.502646719,1.450457982,,0.290031658,688.3937642
42-317423670000,KELLEN 36-25-A 2801H,PIONEER,MARTIN,LOWER SPRABERRY,12/30/2019,9970,382544,18885263,,38.4,1894,1.2,561,278,402.5,0.062,0.329394516,8144.3,1.453104487,2.286331338,,0.33273023,615.0118634
42-461412510000,JACK 25B-24C-G 4413H,PIONEER,UPTON,WOLFCAMP B,2/8/2020,7299,366458,14001451,,50.2,1918,0.9,310,963,231.6,0.068,0.215410902,9734.3,1.413207674,1.4995201,,0.279530989,971.3891288
42-317423850000,LASSARD 3241WA,SM ENERGY,MARTIN,WOLFCAMP A,9/22/2019,10304,460536,19415260,,44.7,1884,1,,,254.3,0.073,0.07867745,8665.3,1.633865828,2.131787871,,0.322168417,900.6844957
42-461412470000,UNIVERSITY 1-2 80 108HB,"VENCER ENERGY, LLC",UPTON,WOLFCAMP B,2/10/2020,10145,403829,15594954,806.3682461,39.8,1537,0.9,399,,202.6,0.077,0.186973308,8577.9,,1.962526083,,0.320618876,
42-173381860000,LYNDA 41-44 (ALLOC-G) 7SM,LAREDO,GLASSCOCK,WOLFCAMP B,1/11/2020,10026,558529,23785549,,55.7,2372,1,374,1695,409.2,0.058,0.322652025,8079.7,1.587237076,1.425372357,,0.295166045,665.4051264
42-329436220000,JOHN BRAUN B UNIT 1 4113AH,EXXON,MIDLAND,WOLFCAMP A,12/10/2020,13001,655946,27791501,711.4982316,50.5,2138,1,,,323.1,0.063,0.106551772,9314.3,1.442045222,1.357856453,,0.219001116,1102.124148
42-461412720000,ZEKE WEST F 22-21 4206H,PIONEER,UPTON,WOLFCAMP A,1/31/2020,10342,497182,21067789,813.099211,48.1,2037,1,396,1289,372,0.072,0.054273743,8767,1.721567211,1.706810482,,0.245973056,1159.249054
42-329436320000,TXL 36 UNIT 3624SH,EXXON,MIDLAND,LOWER SPRABERRY,5/29/2021,7621,0,0,,,,,,,439.8,0.053,0.119017849,8806.5,,1.822595682,,0.343898958,
42-227403350000,ADAMS 43-6 A 501LS,DIAMONDBACK,HOWARD,LOWER SPRABERRY,4/11/2020,9923,391621,16104306,828.5834301,39.5,1623,1,166,589,342.9,0.056,0.177400927,7805.4,1.762928699,1.869873414,,0.331908161,644.2446746
42-329437280000,GAULT 5-44 UNIT 7LS 172,ENDEAVOR,MIDLAND,LOWER SPRABERRY,3/30/2021,7146,308187,0,,43.1,0,0,,,493.8,0.066,0.225179629,8947.2,1.428328206,1.640254853,,0.319990548,962.1437556
42-329438350000,LB EPLEY 34-46 A 501LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,10/4/2020,13061,424231,24086553,,32.5,1844,1.4,,,395.6,0.051,0.249512005,8572.3,1.627735579,1.353454009,,0.349036557,996.2148522
42-329438340000,LB EPLEY 34-46 A 800JM,DIAMONDBACK,MIDLAND,JO MILL,10/2/2020,12830,430153,24465283,,33.5,1907,1.4,,,431.7,0.058,0.501478159,8155.5,1.650370133,1.394196196,,0.303617699,692.3802174
42-317427170000,WILLIE THE WILDCAT 3-15 A 1LS,BIRCH OPERATIONS,MARTIN,LOWER SPRABERRY,4/30/2021,12713,515792,26015413,505.9671655,40.6,2046,1.2,,,324.3,0.065,0.244711504,7897.2,,2.042561404,,0.294980256,
42-317427280000,WILLIE THE WILDCAT 3-15 D 6LS,BIRCH OPERATIONS,MARTIN,LOWER SPRABERRY,4/13/2021,12601,510550,26025652,,40.5,2065,1.2,,,330.5,0.065,0.245367149,8014,,1.982387219,,0.293315661,
42-227404890000,VIPER FOSTER D 4546WA,SM ENERGY,HOWARD,WOLFCAMP A,11/16/2020,16096,641327,30494083,,39.8,1895,1.1,,,246.5,0.055,0.087558799,7091.3,1.45365539,1.523984961,,0.271787639,589.8244206
42-227404980000,WALKER-DRRC 30-56 WEST UNIT 5WA,SURGE OPERATING,HOWARD,WOLFCAMP A,12/4/2020,10251,571639,21157225,,55.8,2064,0.9,,,324.5,0.058,0.280739653,6986.1,,0.751577647,,0.214282272,493.476042
42-227405130000,WILL ED 17-29 A UNIT L 4H,HIGHPEAK ENERGY HOLDINGS,HOWARD,LOWER SPRABERRY,12/22/2020,12510,549358,23627124,,43.9,1889,1,,,307.7,0.046,0.239936447,6102.7,,0.685739382,,0.237529308,353.8291628
42-173382850000,COOK E20P 15H,LAREDO,GLASSCOCK,WOLFCAMP B,5/8/2020,10026,562889,23774329,1810.143221,56.1,2371,1,,,218.5,0.065,0.409522196,8659.6,1.395125694,1.739536364,,0.327800297,1004.395136
42-329439810000,BRAUN C W9 2106MH,CONOCOPHILLIPS,MIDLAND,MIDDLE SPRABERRY,11/27/2020,12219,586061,24652271,,48,2018,1,,,351.5,0.075,0.08615505,8267.5,1.655802412,1.367862481,,0.297445265,776.1595263
42-329440050000,ATKINS 47-02 UNIT 2 0274JH,EXXON,MIDLAND,JO MILL,2/27/2021,10310,353270,17553403,,34.3,1703,1.2,,,320.1,0.056,0.320821616,8438.5,1.508035817,1.038058322,,0.290354094,1195.532255
42-227405270000,MIKE THE TIGER 18-7 D 4JD,BIRCH OPERATIONS,HOWARD,JO MILL,6/27/2020,7701,261095,18066811,685.0784931,33.9,2346,1.7,,,388,0.065,0.580936586,7463.5,1.789980161,1.374751867,,0.250518951,1996.616796
42-317428580000,FISHERMAN-BRISTOW 23D 4H,PIONEER,MARTIN,WOLFCAMP A,3/14/2021,10165,508981,17464464,,50.1,1718,0.8,,,329,0.063,0.187058153,8350.2,,2.127290945,,0.292498011,
42-173383060000,BIGBY NORTH C 10-3 2803H,PIONEER,GLASSCOCK,LOWER SPRABERRY,9/8/2020,7631,357548,15320508,531.3159849,46.9,2008,1,,,267.8,0.056,0.230397997,8110.5,,2.109159589,,0.347333943,1332.248184
42-329441250000,JAVAID EAST O 40-45 2815H,PIONEER,MIDLAND,LOWER SPRABERRY,9/28/2020,9951,475607,20124663,1276.61385,47.8,2022,1,,,401.1,0.052,0.250864827,8615.9,,1.269782127,,0.34585069,355.4484126
42-317431070000,VLT WEATHERBY UNIT 0152WB,CHEVRON,MARTIN,WOLFCAMP B,1/15/2021,10406,664444,28230101,,63.9,2713,1,,,188.5,0.072,0.319343678,8766.6,1.883331805,2.345727309,,0.310838639,1302.689993
42-317431470000,MABEE DDA E2 302JH,CONOCOPHILLIPS,MARTIN,JO MILL,3/25/2021,11551,547532,23836140,,47.4,2064,1,,,367.8,0.07,0.371940936,9081.3,,1.215617895,,0.23838044,
42-329443840000,GARRETT A 163,ENDEAVOR,MIDLAND,LOWER SPRABERRY,2/1/2021,9847,417635,0,,42.4,0,0,,,317,0.064,0.312065838,9050.2,1.861157125,1.848208935,,0.318923063,789.0771165
42-329443990000,STILT WEST D 18-20 4304H,PIONEER,MIDLAND,WOLFCAMP B,2/2/2021,9873,492132,19575378,,49.8,1983,1,,,199.4,0.074,0.211627305,9564.2,1.518356303,2.165871245,,0.280437339,968.14966
42-317431980000,YOU JANE 20-25 UNIT 1 221,ENDEAVOR,MARTIN,WOLFCAMP A,4/28/2021,9346,231287,14898371,,24.7,1594,1.5,,,252.3,0.057,0.166608938,9400.5,,1.525867259,,0.281616154,
42-317432000000,YOU JANE 20-25 UNIT 1 223,ENDEAVOR,MARTIN,WOLFCAMP B,4/21/2021,8957,275462,15742045,,30.8,1758,1.4,,,149.1,0.06,0.219266614,9606.8,,1.480512317,,0.299110135,
42-317432070000,YOU JANE 20-25 UNIT 1 233,ENDEAVOR,MARTIN,WOLFCAMP B,4/27/2021,9811,433970,15823562,,44.2,1613,0.9,,,152,0.06,0.218892173,9611,,1.49285013,,0.299403247,
42-227409060000,CARROLL NORTH 17X 8HJ,OVINTIV,HOWARD,WOLFCAMP A,5/1/2021,11386,0,0,,,,,,,330.6,0.058,0.133974142,7520.8,,1.589929336,,0.297896014,
42-003452810000,CROSS BAR RANCH 2017WB,CONOCOPHILLIPS,ANDREWS,WOLFCAMP A,8/24/2013,7283,258159,7928966,559.8829093,35.4,1089,0.7,,,224.1,0.058,0.16252796,9776.8,1.632675439,1.394398482,,0.191019493,1360.646975
42-135424270000,AVERITT (ALLOC) 19H,FIREBIRD ENERGY LLC,ECTOR,WOLFCAMP A,8/27/2013,10152,125859,1555750,,12.4,153,0.3,72,151,371,0.052,0.145437333,9477.3,1.901526678,0.672016491,,0.141447144,661.7376365
42-227386330000,ROBB WALTER UNIT 1504WA,OCCIDENTAL,HOWARD,WOLFCAMP A,2/25/2016,8898,364582,11678532,,41,1312,0.8,431,,383.9,0.059,0.22908234,7581.9,,0.904842734,,0.174104414,
42-383386540000,UNIVERSITY CENTRAL 1125FH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,11/26/2014,7010,226928,11527090,1526.332963,32.4,1644,1.2,,,331.9,0.062,0.285476512,7578.2,,2.224346853,,0.347854975,
42-329405010000,CASSELMAN40 1SH,CALLON,MIDLAND,DEAN,1/31/2016,4180,206784,7154998,652.3957308,49.5,1712,0.8,119,300,135.1,0.057,0.322032888,9275.2,1.439731088,1.212455055,,0.253257625,1044.90275
42-383387100000,SRH-A- 1114SM,LAREDO,REAGAN,WOLFCAMP B,9/23/2014,8972,304498,9673884,1930.79485,33.9,1078,0.8,144,626,326.3,0.056,0.224504979,7690.6,,1.782293905,,0.302427843,4162.815163
42-173359520000,LAWSON 2703H,OVINTIV,GLASSCOCK,WOLFCAMP A,2/18/2014,7618,161887,9297515,704.0098029,21.3,1220,1.4,303,1744,252.5,0.059,0.102331264,7871.4,,2.133273118,,0.322901032,1915.531742
42-383384310000,DIVIDE DRAW 1264SH,DISCOVERY,REAGAN,WOLFCAMP B,1/2/2014,7651,214454,8818475,,28,1153,1,193,1118,358.9,0.066,0.275796658,7397.5,,2.197592376,,0.350970649,2406.931949
42-383387840000,SRH-A- 1102SM,LAREDO,REAGAN,WOLFCAMP B,12/21/2014,4780,168886,5645220,1761.279243,35.3,1181,0.8,130,,309.2,0.059,0.194265952,7757.3,,1.801042627,,0.303016164,4570.506282
42-383389090000,SRH NORTH 1439HM,APACHE,REAGAN,WOLFCAMP B,4/14/2015,5690,212905,12108050,799.6410322,37.4,2128,1.4,134,336,296.4,0.068,0.214042304,8111.1,,2.118445677,,0.359409175,1775.687603
42-383393220000,EAST MERCHANT 25 2507CU,OCCIDENTAL,REAGAN,WOLFCAMP C,7/17/2015,4282,147994,8570528,647.370614,34.6,2002,1.4,35,496,822.3,0.048,0.517968659,8897,,2.164437662,,0.38581049,
42-329395640000,SHACKELFORD 3213H,PIONEER,MIDLAND,WOLFCAMP B,3/14/2015,9730,194050,10783305,895.5659806,19.9,1108,1.3,370,592,190.4,0.078,0.241652265,9195,1.503561381,1.689660332,,0.265800272,1234.606919
42-383392470000,CHAR HUGHES 7H,EARTHSTONE,REAGAN,WOLFCAMP B,2/2/2015,6063,195475,9125000,1867.776254,32.2,1505,1.1,213,1551,272.7,0.067,0.186732294,7933.5,,1.644335443,,0.344857331,2507.663045
42-461400720000,CC 4132A 1HM,PRIME OPERATING,UPTON,WOLFCAMP B,5/18/2015,5755,260366,32781113,1059.504934,45.2,5696,3,263,,257.7,0.082,0.234484461,9533.7,1.812135317,2.283579524,,0.303761366,996.4650755
42-227384540000,GUITAR 15BB 1505D,OVINTIV,HOWARD,WOLFCAMP A,6/18/2015,7107,204625,10207828,509.08705,28.8,1436,1.2,423,794,295.4,0.066,0.074406565,8025.7,1.650602882,1.672469565,,0.293125763,1460.860944
42-383391260000,SCHWARTZ 91 POOLED UNIT 3LH,SEQUITUR,REAGAN,WOLFCAMP B,1/9/2015,5420,236002,10147483,1265.071022,43.5,1872,1,180,428,334.3,0.069,0.268002707,7983.6,1.983232981,1.555778107,,0.299435605,1130.113691
42-461395710000,POWELL 35X 8H,OVINTIV,UPTON,WOLFCAMP A,7/27/2015,7281,226540,14366514,,31.1,1973,1.5,364,685,302.2,0.066,0.050094991,9361.6,1.740277551,1.6677191,,0.276070834,808.3170805
42-317398150000,KIMBERLY 801H,DIAMONDBACK,MARTIN,WOLFCAMP B,3/4/2015,7681,351465,10164227,1287.284581,45.8,1323,0.7,266,292,143.4,0.079,0.246138379,9933.4,1.531173856,2.269351988,,0.329297789,733.5365117
42-227372780000,GUITAR '5' 2H,PIONEER,HOWARD,WOLFCAMP D,4/27/2013,3438,117059,3820470,,34,1111,0.8,,,317.9,0.047,0.55059965,9349.2,,2.15431768,,0.348715718,
42-383382780000,CHICO WEST 2-1 107HA,FDL,REAGAN,WOLFCAMP B,3/21/2017,10216,356882,17774311,,34.9,1740,1.2,299,942,464.1,0.062,0.34128074,7200.6,1.479488701,2.137778526,,0.355649281,1660.9753
42-383385890000,TURNER AR UNIT A 1H,SEQUITUR,REAGAN,WOLFCAMP A,3/28/2014,7398,265775,10372477,552.0211968,35.9,1402,0.9,289,1584,430.5,0.068,0.092171334,8357.8,2.135753518,1.801448894,,0.275209956,727.5537679
42-461394060000,POWELL '32' PSA 19H,OVINTIV,UPTON,WOLFCAMP B,1/10/2015,5158,0,0,2432.610534,,,,484,1490,201.4,0.066,0.124457317,9528.6,1.480322771,1.999032327,,0.324972984,962.4984345
42-173363280000,SAN JACINTO NS 36-37 03 203H,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,9/8/2014,6827,0,0,875.2592084,,,,137,,353.1,0.057,0.263427533,7984.9,1.627936064,1.665978587,,0.327313306,1734.902862
42-383376890000,"UNIVERSITY ""1-32"" 16H",PIONEER,REAGAN,WOLFCAMP B,10/28/2012,6720,209332,7449453,,31.2,1109,0.9,340,392,195.5,0.065,0.203822608,8296.7,2.195987256,1.976477144,,0.370092598,933.2413915
42-329393880000,PARKS 2602H,EXXON,MIDLAND,WOLFCAMP B,12/12/2014,7638,315115,9590426,1471.325141,41.3,1256,0.7,801,,180.9,0.059,0.115978706,9926,1.610298964,1.769509667,,0.256049238,532.1053723
42-383393810000,SUGG E 197-195 (ALLOC-B) 2SU,LAREDO,REAGAN,WOLFCAMP B,2/3/2016,10030,555728,18440877,852.4016196,55.4,1839,0.8,288,4933,239.7,0.076,0.252989972,7894,,2.425439709,,0.32164687,1876.757365
42-383393720000,MERCHANT 1408A,OCCIDENTAL,REAGAN,WOLFCAMP A,9/21/2015,6340,0,0,1001.845579,,,,343,,324.3,0.069,0.138163495,8262,,2.20191135,,0.284217838,1971.952531
42-329397190000,LB EPLEY NS 39-46 05 505H,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,5/8/2015,5996,228085,8581507,992.914872,38,1431,0.9,58,70,400.1,0.05,0.26119255,8494.8,,1.314010136,,0.351674936,804.9595988
42-173368740000,DANIEL SN 21-16 01 201H,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,5/26/2015,7667,269565,9606304,580.2495641,35.2,1253,0.9,279,2846,284.2,0.083,0.396186414,8468.4,,1.997848124,,0.324889359,1933.052237
42-329395670000,DORA ROBERTS RANCH UNIT 2123MH,OCCIDENTAL,MIDLAND,MIDDLE SPRABERRY,1/7/2015,7309,323404,6273967,,44.2,858,0.5,265,490,273.7,0.069,0.266728412,8343.7,,1.557314692,,0.253906688,856.2179738
42-383395460000,UNIVERSITY SR 23-26 06HS,FDL,REAGAN,WOLFCAMP A,5/30/2016,9547,280509,17580012,,29.4,1841,1.5,277,,353.1,0.063,0.115157203,7796.4,1.52043753,1.73224427,,0.294263872,797.2875617
42-383388930001,UNIVERSITY CENTRAL 1135EH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,1/28/2017,7476,0,0,,,,,,,0,0,0,7849.6,1.520498098,,,0,1970.977996
42-003473940000,MABEE 240C X7 146MH,CONOCOPHILLIPS,ANDREWS,JO MILL,1/20/2017,9689,581704,22106939,546.8508125,60,2282,0.9,694,1674,385.8,0.047,0.310059676,8907.2,,0.782653949,,0.264222258,2188.493878
42-329406940000,MASK HZ UNIT 1005H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,10/25/2016,9836,406870,17996060,,41.4,1830,1.1,702,1168,359.6,0.069,0.243367009,9127.6,,1.9113017,,0.3398958,1026.762545
42-329406820000,"SCHARBAUER, C. 4132H",CHEVRON,MIDLAND,WOLFCAMP B,10/31/2016,9964,303879,13133275,1378.002561,30.5,1318,1,196,419,197.6,0.051,0.067142922,9709.2,,1.401261227,,0.277195635,3619.378641
42-329413120000,PEGASUS FIELD UNIT 3 105BH,CONOCOPHILLIPS,MIDLAND,WOLFCAMP B,7/5/2017,11694,766452,26150551,1315.671811,65.5,2236,0.8,459,6683,168.8,0.064,0.04732252,9522.9,1.670896904,1.6877336,,0.269657423,1265.258064
42-461399680000,CC 42 1HM,APACHE,UPTON,WOLFCAMP B,2/16/2015,4899,131551,14280684,2276.35146,26.9,2915,2.6,276,,225.5,0.086,0.193344393,9558.9,2.346548278,2.546697808,,0.319259845,868.5853415
42-329391860000,"HUTT, DONALD L.'C' 1140H",PIONEER,MIDLAND,WOLFCAMP B,11/17/2014,7313,163168,8375621,607.8966719,22.3,1145,1.2,220,644,194.1,0.074,0.195316103,9676.6,1.568542536,2.392290775,,0.285345678,1024.311756
42-461391570000,"UNIVERSITY ""3-19"" 47H",PIONEER,UPTON,WOLFCAMP B,8/26/2014,9268,254796,10457841,1179.974701,27.5,1128,1,415,1299,247.6,0.072,0.167960823,8506,1.870113727,2.21199066,,0.343453183,1312.629985
42-383388940001,UNIVERSITY CENTRAL 1135FH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,2/1/2017,7209,0,0,,,,,,,0,0,0,7516.5,,,,0,
42-461400160000,XBC GIDDINGS ESTATE 4077H,PIONEER,UPTON,WOLFCAMP B,4/2/2016,10893,567461,18236768,,52.1,1674,0.8,475,,218.6,0.083,0.2130809,9237.4,2.030417008,2.57571655,,0.302556798,1534.200596
42-461387040000,MILLER 36 2HU,APACHE,UPTON,WOLFCAMP A,10/4/2013,4176,119085,4466612,1104.42265,28.5,1070,0.9,189,614,319.8,0.084,0.04384313,9073.8,1.841015816,1.959365518,,0.254471676,1274.489481
42-383379990000,UNIVERSITY 09B 1101 H,SEQUITUR,REAGAN,WOLFCAMP A,5/30/2013,8441,235136,9729504,,27.9,1153,1,332,1065,364.8,0.063,0.138222864,7919,,1.813448926,,0.292194378,
42-383383340000,"UNIVERSITY ""1-32"" 2H",PIONEER,REAGAN,WOLFCAMP C,1/24/2014,9242,283445,10681696,,30.7,1156,0.9,211,368,438.4,0.061,0.323801192,8697.4,1.842025992,1.524092843,,0.318926568,786.5143853
42-383384810000,SRH NORTH 1332HM,APACHE,REAGAN,WOLFCAMP B,3/31/2014,5452,203787,8302171,1538.365082,37.4,1523,1,204,825,299.1,0.06,0.18528784,7729.4,,1.8394688,,0.30620957,3483.518719
42-329403780000,"TIPPETT, JUNE 8 2HM",APACHE,MIDLAND,WOLFCAMP B,1/6/2016,4947,110494,15063284,,22.3,3045,3.3,179,902,143.4,0.076,0.100299028,9538,,1.535907542,,0.276368295,2214.709084
42-173373910000,FLANAGAN 14-LLOYD B 13H,PIONEER,GLASSCOCK,WOLFCAMP A,5/4/2017,9907,536710,17415379,693.6039657,54.2,1758,0.8,472,539,409.5,0.059,0.151442793,8521.4,1.486295882,2.317087786,,0.298865456,741.0145251
42-227384230000,GARRETT-SNELL UNIT B 36-25 5AH,SURGE OPERATING,HOWARD,WOLFCAMP A,2/15/2016,9837,341412,12317139,853.6892676,34.7,1252,0.9,424,731,389.4,0.089,0.13323292,7777.2,1.644000259,2.175880555,,0.239577923,986.3747234
42-329406890000,CASSELMAN8 16SH,CALLON,MIDLAND,LOWER SPRABERRY,3/27/2016,4669,214380,6834755,385.8477598,45.9,1464,0.8,225,596,304.7,0.049,0.199217548,9353.6,1.803659405,1.4088057,,0.280934329,1222.101645
42-329413610000,SOA SCHARBAUER SE 0063WB,CHEVRON,MIDLAND,WOLFCAMP B,12/13/2017,10259,831682,17917128,944.1731677,81.1,1746,0.5,760,762,145.3,0.056,0.089597205,9797.8,1.803165353,1.460232109,,0.261804866,833.0311391
42-317406090000,UNIVERSITY 7-2730 S 12MB,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,10/20/2017,7397,214872,10283371,1126.935648,29,1390,1.1,175,450,262.2,0.065,0.129996495,8825.1,1.610451824,1.666849128,,0.286076604,935.5498988
42-329407920000,PRESTON 5 23H,PIONEER,MIDLAND,WOLFCAMP A,3/6/2017,7957,375059,13950140,760.78945,47.1,1753,0.9,274,1282,268.4,0.083,0.077455363,8782.5,1.610418008,1.890424161,,0.262376901,1157.131206
42-329409820000,"INDUSTRIAL""B"" 604MS",ENDEAVOR,MIDLAND,MIDDLE SPRABERRY,11/10/2016,9652,393119,13813732,,40.7,1431,0.8,710,1112,293.3,0.068,0.088520264,8425.3,1.351061743,1.625488172,,0.309528215,515.6124289
42-329412210000,RAB DAVIDSON 22A 16HF,OVINTIV,MIDLAND,LOWER SPRABERRY,4/12/2017,8702,381077,15950588,699.4028604,43.8,1833,1,42,3839,409.3,0.063,0.18501762,9010.7,,1.6215914,,0.28428122,
42-329414600000,COWDEN 30G 1HJ,OVINTIV,MIDLAND,WOLFCAMP A,7/24/2017,7690,485926,23322847,,63.2,3033,1.1,337,1836,377.1,0.079,0.082089191,9348.9,1.354019815,1.854505006,,0.239253186,778.8745198
42-329390560000,ST 4004H,DIAMONDBACK,MIDLAND,WOLFCAMP A,6/17/2014,4961,214838,5299197,668.6954735,43.3,1068,0.6,146,1553,277.6,0.058,0.097457923,9836.3,1.588300048,1.41965155,,0.239772113,899.1667792
42-383396510000,UNIVERSITY CENTRAL 0824OH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,12/1/2016,7044,488430,22802156,,69.3,3237,1.1,,,247.6,0.056,0.405390638,7997.7,1.586212298,1.789251944,,0.354741417,2064.933005
42-227389630000,SHROYER-WILSON UNIT A 23-14 3AH,SURGE OPERATING,HOWARD,WOLFCAMP A,5/3/2017,6756,310648,13953601,664.5271628,46,2065,1.1,210,,287.2,0.084,0.238581043,7878.8,1.578862226,2.352831087,,0.263150778,887.9684893
42-461402350000,ELIZABETH D 06LS,SUMMIT PETROLEUM,UPTON,LOWER SPRABERRY,7/30/2016,7862,287007,14132310,,36.5,1798,1.2,,,394.8,0.058,0.214625158,8949,1.417663999,1.43790406,,0.303084072,626.4050846
42-461402560000,ATKINS #14-11 4415H,PIONEER,UPTON,WOLFCAMP B,10/10/2016,10479,601905,19371039,678.799235,57.4,1849,0.8,560,1291,289.6,0.084,0.340596537,9761.8,1.420039567,1.435485748,,0.271308797,1289.829596
42-461403560000,DORCUS JANEY (SA) O 1972WB,SM ENERGY,UPTON,WOLFCAMP A,1/4/2017,7796,475811,14526240,560.4828837,61,1863,0.7,,,447.2,0.055,0.078835114,9627.8,1.702479681,0.953128374,,0.196533382,1074.134222
42-461401700000,XBC GIDDINGS ESTATE 2171H,PIONEER,UPTON,WOLFCAMP B,4/29/2018,11982,740454,31566804,,61.8,2635,1,858,,247.1,0.087,0.18346553,9645,2.100822858,2.6691833,,0.3109881,1630.081351
42-461403020000,STONE 5202W (ALLOC) 4H,APACHE,UPTON,LOWER SPRABERRY,6/15/2016,7195,360100,10358173,,50,1440,0.7,160,314,357.9,0.069,0.211521365,7643,1.821384212,1.7928309,,0.314675925,1240.229583
42-461403250000,CVX (SA) D 3302LS,SM ENERGY,UPTON,LOWER SPRABERRY,8/2/2016,6983,392065,13020690,408.0156838,56.1,1865,0.8,569,735,442.3,0.06,0.280748612,9106.2,1.816754037,1.774532382,,0.315881551,837.3496192
42-461401790001,MARIE 1801BH,CONOCOPHILLIPS,UPTON,WOLFCAMP B,6/10/2017,5024,277586,8795517,,55.3,1751,0.8,362,983,0,0,0,9541.8,1.824054008,,,0,811.8973421
42-317404160001,UNIVERSITY 7-1726 S 07SS,DIAMONDBACK,MARTIN,LOWER SPRABERRY,5/26/2017,7408,453205,14099076,,61.2,1903,0.7,457,900,0,0,0,9363.3,,,,0,
42-317398230000,KIMBERLY 710LS,DIAMONDBACK,MARTIN,LOWER SPRABERRY,9/15/2015,7782,312061,8984715,1342.740489,40.1,1155,0.7,390,435,335.2,0.065,0.235047326,9219.1,1.414941704,1.535731847,,0.260373216,620.5364634
42-461393420000,XBC GIDDINGS ESTATE 1184H,PIONEER,UPTON,WOLFCAMP B,8/15/2014,6602,241405,10442932,886.5607548,36.6,1582,1,480,353,299.8,0.089,0.20679595,9487.9,,2.6662282,,0.302964944,2567.480243
42-383390230000,MERCHANT 1401BL,OCCIDENTAL,REAGAN,WOLFCAMP B,6/28/2015,7516,252798,9427389,1175.600744,33.6,1254,0.9,284,4850,261.7,0.072,0.497178793,8769.6,2.114312388,1.671116977,,0.317981142,1638.944771
42-317395480000,DOROTHY FAYE 320C 1502H,OVINTIV,MARTIN,WOLFCAMP C,12/28/2014,6871,304635,8478768,,44.3,1234,0.7,115,399,537.8,0.06,0.549097148,10041,1.670534837,2.42026434,,0.39266224,1025.557596
42-329393180000,ST NW 3602LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,4/10/2015,4485,214277,5955403,724.6610611,47.8,1328,0.7,207,286,331,0.066,0.14525707,9327.5,1.669988863,1.86927345,,0.31359653,1078.372182
