Well_UID,WellPadID
42-235354640000,42-235-35461
42-235355950000,42-235-35596
42-235355100000,42-235-35510
42-329408210000,42-329-40821
42-383394680000,42-383-39468
42-105420600000,42-105-42060
42-227390190000,42-227-39017
42-461405510000,42-461-40550
42-235353480000,42-235-35348
42-329393400000,42-329-39326
42-317400270000,42-317-40027
42-461400930000,42-461-40089
42-105423820000,42-105-42382
42-329416330000,42-329-41634
42-383398520000,42-383-39852
42-317408250000,42-317-40823
42-329417140000,42-329-41708
42-235362020000,42-235-36201
42-317408620000,42-317-40854
42-227391650000,42-227-39157
42-317409030000,42-317-40903
42-235362070000,42-235-36205
42-329418210000,42-329-41979
42-173376330000,42-173-37633
42-173376560000,42-173-37659
42-383399530000,42-383-39953
42-173376860000,42-173-37686
42-383399760000,42-383-39974
42-227392480000,42-227-39248
42-317409900000,42-317-40991
42-227392560000,42-227-39253
42-173377470000,42-173-37747
42-227392960000,42-227-39296
42-235358740000,42-235-35874
42-105414230000,42-105-41312
42-173372140000,42-173-37213
42-329399100000,42-329-33366
42-235355130000,42-235-35513
42-173374860000,42-173-37486
42-329395920000,42-329-39592
42-383393480000,42-383-39342
42-461400580000,42-461-40058
42-317389280000,42-317-38928
42-329396810000,42-329-39665
42-105419640000,42-105-41964
42-383385110000,42-383-38511
42-329404770000,42-329-40477
42-173374780000,42-173-37477
42-105420110000,42-105-41623
42-173362630000,42-173-36978
42-461345470000,42-461-34547
42-383394700000,42-383-39470
42-461357920000,42-461-35792
42-329398240000,42-329-39824
42-105413890000,42-105-41389
42-227388480000,42-227-38848
42-227389550000,42-227-38823
42-105417280000,42-105-41727
42-235348010000,42-235-34801
42-235352420000,42-235-35242
42-235360320000,42-235-36032
42-329391530000,42-329-39153
42-317387140000,42-317-38714
42-383395450000,42-383-39545
42-461379600000,42-461-37960
42-383387880000,42-383-38788
42-383397360000,42-383-39735
42-461404930000,42-461-40493
42-329400980000,42-329-40096
42-105412760000,42-105-41276
42-173366220000,42-173-34820
42-383394990000,42-383-39500
42-105421530000,42-105-42152
42-329390310000,42-329-39031
42-105417290000,42-105-41727
42-105419210000,42-105-41919
42-329398250000,42-329-39825
42-329403310000,42-329-40331
42-105420400000,42-105-42042
42-105420660000,42-105-41789
42-235359230000,42-235-35923
42-461384260000,42-461-38426
42-105418890000,42-105-41889
42-105414560000,42-105-41455
42-235351470000,42-235-35147
42-235355900000,42-235-35590
42-227385820000,42-227-38582
42-235356220000,42-235-35621
42-329406760000,42-329-40675
42-383388910000,42-383-38893
42-329403390000,42-329-39465
42-383390800000,42-383-38780
42-317407010000,42-317-40669
42-317406950000,42-317-40669
42-317407360000,42-317-40715
42-227390600000,42-227-38917
42-173375440000,42-173-37548
42-105423870000,42-105-42387
42-383398730000,42-383-39873
42-105424030000,42-105-42282
42-173376240000,42-173-37624
42-329417200000,42-329-41720
42-461406280000,42-461-40625
42-329418220000,42-329-41979
42-383399520000,42-383-39942
42-317409840000,42-317-40957
42-329419540000,42-329-41953
42-329419420000,42-329-41953
42-329419390000,42-329-41939
42-317410760000,42-317-41076
42-383378020000,42-383-37802
42-105419120000,42-105-41912
42-329403130000,42-329-40313
42-235356790000,42-235-35006
42-329398840000,42-329-39884
42-173374570000,42-173-37419
42-317411360000,42-317-41136
42-383401200000,42-383-40120
42-329422930000,42-329-42291
42-227394630000,42-227-39297
42-227395160000,42-227-38917
42-461407880000,42-461-40788
42-317412960000,42-317-41292
42-329424820000,42-329-42482
42-317416130000,42-317-41591
42-461409390000,42-461-40939
42-317417200000,42-317-41720
42-461409470000,42-461-40948
42-329428510000,42-329-42850
42-227397280000,42-227-38730
42-317417990000,42-317-41798
42-383404190000,42-383-40420
42-227398840000,42-227-39881
42-227398910000,42-227-39889
42-317420270000,42-317-40883
42-317419580000,42-317-41964
42-173380690000,42-173-38071
42-227400400000,42-227-40039
42-227400430000,42-227-40039
42-227400580000,42-227-39148
42-329433830000,42-329-43383
42-003481360000,42-003-48136
42-329435610000,42-329-43566
42-383378080000,42-383-37808
42-329388000000,42-329-38800
42-329403350000,42-329-39323
42-329405200000,42-329-40392
42-461386290000,42-461-38629
42-173374750000,42-173-37472
42-227402950000,42-227-40296
42-227403290000,42-227-40329
42-461413200000,42-461-41319
42-317425540000,42-317-40364
42-317426270000,42-317-42627
42-227404000000,42-227-40402
42-383407880000,42-383-40788
42-461413650000,42-461-41367
42-329439350000,42-329-43939
42-461414110000,42-461-41408
42-461343320100,42-461-34332
42-461351210100,42-461-35121
42-461350770100,42-461-35077
42-461414650000,42-461-41465
42-317428800000,42-317-42560
42-227405820000,42-227-40582
42-329441260000,42-329-44114
42-329442150000,42-329-42394
42-461415190000,42-461-41180
42-227407180000,42-227-40718
42-003482590000,42-003-48258
42-383409340000,42-383-40936
42-227409660000,42-227-39467
42-227389140000,42-227-38914
42-235361470000,42-235-36147
42-329405710000,42-329-40571
42-329407570000,42-329-40756
42-329411170000,42-329-41119
42-329411230000,42-329-41121
42-329413260000,42-329-41307
42-003474610000,42-003-47438
42-227387320000,42-227-38732
42-227388610000,42-227-38757
42-461345070100,42-461-34507
42-461345060100,42-461-34506
42-461414680000,42-461-41470
42-227406150000,42-227-40613
42-227406620000,42-227-39112
42-227406800000,42-227-39563
42-317430840000,42-317-43078
42-461415270000,42-461-41095
42-317431060000,42-317-43106
42-227407500000,42-227-40748
42-329443520000,42-329-44347
42-329443830000,42-329-34314
42-317431660000,42-317-43168
42-317432140000,42-317-43214
42-227409370000,42-227-40937
42-329446140000,42-329-44614
42-115338280000,42-115-33826
42-105421610001,42-105-42161
42-235353550000,42-235-35358
42-445323200000,42-445-32136
42-105414300000,42-105-41431
42-329401770000,42-329-40177
42-135427040000,42-135-42704
42-383389030000,42-383-38903
42-317406200000,42-317-40496
42-317406500000,42-317-40641
42-329405530000,42-329-40553
42-329414300000,42-329-41430
42-317401280000,42-317-40128
42-329409500000,42-329-40951
42-329409860000,42-329-40983
42-329410650000,42-329-41065
42-329411420000,42-329-41142
42-317403850000,42-317-40386
42-329411120000,42-329-41114
42-329412730000,42-329-41272
42-173366970000,42-173-36700
42-383389660000,42-383-38966
42-105422360000,42-105-42236
42-461393890000,42-461-39389
42-329395900000,42-329-39590
42-461393140000,42-461-39314
42-105421230000,42-105-42123
42-173363820000,42-173-36382
42-383396620000,42-383-39659
42-329388820000,42-329-38853
42-033321070000,42-033-32107
42-227381180000,42-227-38118
42-461403260000,42-461-39535
42-461403600000,42-461-40361
42-383382340000,42-383-38234
42-317402380000,42-317-40239
42-461389790000,42-461-38978
42-317394030000,42-317-39403
42-383388910001,42-383-38893
42-115328060100,42-115-32806
42-003474660000,42-003-47467
42-461402400000,42-461-40239
42-461402580000,42-461-40253
42-461402940000,42-461-39587
42-461404230000,42-461-40123
42-105420310000,42-105-42031
42-317395790000,42-317-39579
42-461345010000,42-461-34501
42-383385940000,42-383-38595
42-383375620000,42-383-37562
42-461352500000,42-461-35250
42-329398180000,42-329-39818
42-383386040000,42-383-38600
42-329398050000,42-329-38935
42-317402850000,42-317-40285
42-033322190000,42-033-32219
42-105423130000,42-105-42271
42-105418150000,42-105-41810
42-173344630000,42-173-34463
42-105414440000,42-105-41443
42-329400770000,42-329-40077
42-105413900000,42-105-41390
42-329405400000,42-329-39589
42-235357010000,42-235-35701
42-105405740000,42-105-40574
42-235358830000,42-235-35940
42-383389170000,42-383-38917
42-105416130000,42-105-41613
42-173363950000,42-173-36451
42-105421610000,42-105-42161
42-227385360000,42-227-38536
42-461393660000,42-461-39366
42-383382480000,42-383-38257
42-383380810000,42-383-37870
42-173369640000,42-173-36964
42-329390160000,42-329-39015
42-461394460000,42-461-39446
42-003472930000,42-003-47293
42-317400930000,42-317-40093
42-329408970000,42-329-40903
42-329410810000,42-329-41081
42-329413380000,42-329-41338
42-329413420000,42-329-41342
42-383397520000,42-383-39751
42-383397890000,42-383-39789
42-227386180000,42-227-38656
42-383394840000,42-383-39468
42-329414820000,42-329-41480
42-329414980000,42-329-41498
42-329415210000,42-329-41522
42-329415840000,42-329-41586
42-317407600000,42-317-40759
42-227390930000,42-227-39047
42-383398530000,42-383-39853
42-235361910000,42-235-36192
42-329416830000,42-329-41679
42-173375920000,42-173-37593
42-329417390000,42-329-41119
42-317408540000,42-317-40854
42-105424050000,42-105-42412
42-329417150000,42-329-41069
42-317408980000,42-317-40894
42-383399220000,42-383-39922
42-317408450000,42-317-40793
42-173376850000,42-173-37679
42-329418750000,42-329-41874
42-329419190000,42-329-41918
42-461406650000,42-461-40665
42-227393040000,42-227-39300
42-461406510000,42-461-40651
42-461406740000,42-461-40674
42-173377270000,42-173-37724
42-329419640000,42-329-41964
42-317410630000,42-317-41062
42-227393560000,42-227-39356
42-227393650000,42-227-39362
42-329420690000,42-329-42070
42-317411310000,42-317-41132
42-173377750000,42-173-37777
42-173377880000,42-173-37788
42-235362330000,42-235-35644
42-227394550000,42-227-39456
42-383400860000,42-383-40085
42-033324490000,42-033-32449
42-383400950000,42-383-40094
42-383401510000,42-383-40151
42-173378280000,42-173-37520
42-105422860000,42-105-42286
42-173368180000,42-173-36818
42-329402150000,42-329-40216
42-105415250000,42-105-41521
42-383395690000,42-383-39563
42-383386600000,42-383-38300
42-105422870000,42-105-42286
42-173374660000,42-173-37201
42-227388360000,42-227-38434
42-227389050000,42-227-38874
42-115337080000,42-115-33708
42-305305300000,42-305-30530
42-003458940000,42-003-45281
42-227387590000,42-227-38757
42-227387980000,42-227-38798
42-235350750000,42-235-35075
42-329403210000,42-329-33654
42-383385620000,42-383-38560
42-317390090000,42-317-39009
42-329403010000,42-329-40301
42-033322380000,42-033-32238
42-033324560000,42-033-32456
42-329423140000,42-329-41390
42-383402650000,42-383-40265
42-227396240000,42-227-39624
42-383402930000,42-383-40161
42-383402980000,42-383-40297
42-329426840000,42-329-41681
42-461408290000,42-461-40827
42-317416920000,42-317-40184
42-227397430000,42-227-39743
42-317416120000,42-317-41655
42-317417120000,42-317-41710
42-329428900000,42-329-42890
42-317417780000,42-317-41720
42-329428600000,42-329-42860
42-329428520000,42-329-42852
42-329429260000,42-329-42925
42-317418590000,42-317-41862
42-383404420000,42-383-40442
42-317418950000,42-317-41328
42-227398500000,42-227-39850
42-383404490000,42-383-40449
42-383404590000,42-383-40459
42-329429610000,42-329-42961
42-227398790000,42-227-39880
42-383404770000,42-383-40477
42-227398890000,42-227-39889
42-227398980000,42-227-39898
42-173380320000,42-173-38032
42-461410550000,42-461-41055
42-227399690000,42-227-39969
42-227399560000,42-227-39960
42-329430570000,42-329-43004
42-329430750000,42-329-43004
42-329430860000,42-329-43082
42-461410710000,42-461-40767
42-235363740000,42-235-36381
42-227399330000,42-227-39961
42-317421270000,42-317-42126
42-461411030000,42-461-41104
42-329431570000,42-329-43144
42-227400190000,42-227-40019
42-235363990000,42-235-36399
42-227400350000,42-227-39758
42-227400750000,42-227-40062
42-317421220000,42-317-42126
42-329432250000,42-329-43227
42-329432690000,42-329-42701
42-317422300000,42-317-42011
42-329433220000,42-329-43336
42-461411860000,42-461-41180
42-461412040000,42-461-41201
42-227402030000,42-227-40204
42-329434740000,42-329-43467
42-329433460000,42-329-43347
42-227402430000,42-227-39784
42-227402770000,42-227-40277
42-329435830000,42-329-41466
42-317424750000,42-317-42470
42-227402990000,42-227-40296
42-003481670000,42-003-48166
42-235364270000,42-235-36188
42-329436900000,42-329-42130
42-461413090000,42-461-41305
42-383407240000,42-383-40723
42-227403490000,42-227-40354
42-173382320000,42-173-37758
42-461413330000,42-461-41332
42-383407470000,42-383-40750
42-317426350000,42-317-42560
42-383407600000,42-383-40760
42-329438440000,42-329-42835
42-317427530000,42-317-42754
42-329405400001,42-329-39589
42-383385620001,42-383-38560
42-317390090001,42-317-39009
42-105413810000,42-105-41381
42-461375330000,42-461-37533
42-235359450000,42-235-35945
42-317392380000,42-317-39238
42-033323560000,42-033-32356
42-105412310000,42-105-41231
42-173373360000,42-173-37336
42-173373450000,42-173-37345
42-173373610000,42-173-37361
42-173374100000,42-173-37413
42-329411780000,42-329-41173
42-329412040000,42-329-40657
42-383391820000,42-383-39181
42-383395600000,42-383-39560
42-383396360000,42-383-39636
42-383396870000,42-383-39687
42-461413700000,42-461-41372
42-317427650000,42-317-42767
42-317427850000,42-317-42785
42-227405140000,42-227-40515
42-329440250000,42-329-44030
42-383395600001,42-383-39560
42-317404000000,42-317-40399
42-317405810000,42-317-40579
42-317405960000,42-317-39618
42-317406590000,42-317-40660
42-329410240000,42-329-41023
42-329412130000,42-329-40657
42-329413070000,42-329-41307
42-329410660000,42-329-41065
42-329411670000,42-329-39372
42-317405870000,42-317-39410
42-461398200000,42-461-39819
42-461362000000,42-461-36200
42-235345140000,42-235-34514
42-329393750000,42-329-39548
42-105422710000,42-105-42271
42-227386790000,42-227-38680
42-461344580000,42-461-34458
42-105422410000,42-105-42241
42-135428600000,42-135-42704
42-329390840000,42-329-39084
42-329395180000,42-329-39519
42-383386400000,42-383-38642
42-235347340000,42-235-34734
42-329394850000,42-329-39485
42-383382030000,42-383-38203
42-461397650000,42-461-39763
42-329404480000,42-329-40448
42-329406200000,42-329-39720
42-329408910000,42-329-39110
42-383387890000,42-383-38788
42-173373630000,42-173-37363
42-227389270000,42-227-38720
42-235360040000,42-235-36002
42-461392730000,42-461-39273
42-003472040000,42-003-47204
42-329395910000,42-329-39952
42-461401980000,42-461-40201
42-461393010000,42-461-39301
42-329385540000,42-329-38554
42-329403120000,42-329-40312
42-383381350000,42-383-38135
42-461402130000,42-461-40213
42-461397640000,42-461-39764
42-235349800000,42-235-34979
42-105419170000,42-105-41916
42-461363700000,42-461-36370
42-383386240000,42-383-38624
42-173373040000,42-173-37304
42-173374310000,42-173-37432
42-173374710000,42-173-37402
42-383396020000,42-383-39470
42-383397010000,42-383-39700
42-329393140000,42-329-39314
42-227386800000,42-227-38680
42-227388990000,42-227-38899
42-235361490000,42-235-35877
42-329408960000,42-329-40896
42-329414210000,42-329-41419
42-383391800000,42-383-39180
42-235351380000,42-235-35137
42-461402460000,42-461-40247
42-235358060000,42-235-35804
42-227386010000,42-227-38603
42-105418100000,42-105-41810
42-105419930000,42-105-41993
42-461404780000,42-461-40476
42-461403640000,42-461-40362
42-461403850000,42-461-40382
42-383373580000,42-383-37358
42-329394050000,42-329-39405
42-235353770000,42-235-35377
42-461389020000,42-461-38902
42-383386690000,42-383-38669
42-329403910000,42-329-40390
42-329401520000,42-329-40152
42-329405950000,42-329-40595
42-383382150000,42-383-38216
42-329405950001,42-329-40595
42-115337480001,42-115-33748
42-317419520001,42-317-41957
42-235345210100,42-235-34521
42-105420250000,42-105-42026
42-173371830000,42-173-37182
42-105419040000,42-105-41638
42-235350120000,42-235-35012
42-317389790000,42-317-38979
42-105421050000,42-105-42105
42-173363370000,42-173-36341
42-329393620000,42-329-39362
42-383388060000,42-383-38811
42-105418130000,42-105-41813
42-383393210000,42-383-39321
42-235357850000,42-235-35784
42-235358080000,42-235-35808
42-235347260000,42-235-34726
42-383389940000,42-383-38993
42-461405440000,42-461-40544
42-329415710000,42-329-41567
42-383398290000,42-383-39835
42-329416030000,42-329-40903
42-317407320000,42-317-40738
42-227390910000,42-227-39092
42-003475290000,42-003-47529
42-115337480000,42-115-33748
42-135435190000,42-135-43519
42-105423990000,42-105-42397
42-461406030000,42-461-40603
42-461406090000,42-461-40582
42-383399000000,42-383-39900
42-329417660000,42-329-40716
42-317408970000,42-317-40894
42-383399480000,42-383-39946
42-383399770000,42-383-39986
42-317409940000,42-317-40994
42-329419440000,42-329-41949
42-317410020000,42-317-41002
42-173377130000,42-173-37613
42-329419850000,42-329-41982
42-461406610000,42-461-40660
42-329418980000,42-329-41896
42-317410820000,42-317-41083
42-317410660000,42-317-41061
42-329420570000,42-329-41333
42-461407200000,42-461-40402
42-329420610000,42-329-42065
42-317411230000,42-317-41124
42-317411260000,42-317-41124
42-173377530000,42-173-36148
42-317411590000,42-317-41160
42-173378040000,42-173-37804
42-329421820000,42-329-42182
42-173377790000,42-173-37779
42-235362410000,42-235-36210
42-317412330000,42-317-41233
42-317412340000,42-317-41233
42-329421090000,42-329-42112
42-329422710000,42-329-41065
42-383401620000,42-383-39855
42-003477220000,42-003-47722
42-329423110000,42-329-42311
42-227395170000,42-227-39517
42-461407850000,42-461-40788
42-317413620000,42-317-41144
42-317413760000,42-317-41371
42-317413710000,42-317-41371
42-227395630000,42-227-39563
42-461408260000,42-461-40826
42-383401900000,42-383-40189
42-329424420000,42-329-39944
42-235362720000,42-235-36272
42-329425110000,42-329-42509
42-173378860000,42-173-37837
42-329425120000,42-329-42509
42-033324720000,42-033-32472
42-461408380000,42-461-40836
42-317415210000,42-317-42695
42-383403390000,42-383-40338
42-461409250000,42-461-40925
42-033324820000,42-033-32473
42-329427070000,42-329-42707
42-227397090000,42-227-39713
42-329427430000,42-329-41090
42-461409520000,42-461-40953
42-329427790000,42-329-42779
42-317417390000,42-317-41615
42-329427910000,42-329-42788
42-461409460000,42-461-40948
42-329428640000,42-329-42861
42-317418010000,42-317-41801
42-461409820000,42-461-40981
42-317418280000,42-317-41842
42-227398290000,42-227-39829
42-173379880000,42-173-37988
42-135436330000,42-135-43635
42-227398490000,42-227-39598
42-329429900000,42-329-42988
42-227398830000,42-227-39881
42-329430030000,42-329-43004
42-317419520000,42-317-41957
42-227399420000,42-227-38471
42-317420260000,42-317-40883
42-383405150000,42-383-39505
42-317419810000,42-317-41981
42-227400060000,42-227-38591
42-173381080000,42-173-38105
42-235364040000,42-235-36407
42-383405680000,42-383-40568
42-227400960000,42-227-40095
42-461411450000,42-461-41145
42-329432230000,42-329-43223
42-383405670000,42-383-40284
42-317422400000,42-317-42242
42-227401610000,42-227-38063
42-329433400000,42-329-43336
42-329433740000,42-329-43373
42-383406630000,42-383-40657
42-317423390000,42-317-42341
42-227402270000,42-227-39802
42-227402340000,42-227-40164
42-461411960000,42-461-40667
42-317423560000,42-317-42357
42-003481190000,42-003-48119
42-317423810000,42-317-42381
42-235358840000,42-235-35608
42-317424200000,42-317-39319
42-227402590000,42-227-40259
42-317423900000,42-317-42390
42-227402620000,42-227-40259
42-383407040000,42-383-40703
42-329435860000,42-329-41351
42-173381940000,42-173-38192
42-173381920000,42-173-38192
42-317424830000,42-317-42479
42-329436250000,42-329-43625
42-227403030000,42-227-40301
42-329436920000,42-329-42130
42-227403190000,42-227-40319
42-329437160000,42-329-43716
42-173382400000,42-173-38239
42-461413240000,42-461-41323
42-383407990000,42-383-40799
42-329438190000,42-329-43821
42-317426690000,42-317-42668
42-501372340000,42-501-37234
42-003482000000,42-003-48200
42-317427380000,42-317-42738
42-317427370000,42-317-42735
42-329439330000,42-329-43933
42-329439320000,42-329-43933
42-317427930000,42-317-42792
42-003482090000,42-003-48206
42-461414050000,42-461-41397
42-329439910000,42-329-43989
42-003482180000,42-003-48218
42-227405230000,42-227-40523
42-227405250000,42-227-40527
42-461409300100,42-461-40928
42-461343470100,42-461-34347
42-461345350100,42-461-34535
42-461343930100,42-461-34393
42-317427040100,42-317-42704
42-317428640000,42-317-42864
42-227405830000,42-227-40582
42-317428940000,42-317-41741
42-317428960000,42-317-41741
42-317429360000,42-317-42936
42-329441950000,42-329-44191
42-173383430000,42-173-38344
42-173383530000,42-173-38353
42-227407070000,42-227-39092
42-329443010000,42-329-44302
42-461415280000,42-461-41529
42-317431330000,42-317-43138
42-329443950000,42-329-44394
42-317431860000,42-317-43184
42-461415530000,42-461-41065
42-329444280000,42-329-44429
42-173383830000,42-173-38352
42-317432670000,42-317-43264
42-317432720000,42-317-43269
42-329445480000,42-329-44448
42-383409890000,42-383-40940
42-227410910000,42-227-41090
42-235354080000,42-235-35408
42-383388320000,42-383-38833
42-173362260000,42-173-36375
42-105415970000,42-105-41597
42-329398760000,42-329-39876
42-461404790000,42-461-40049
42-105421350000,42-105-42135
42-105419820000,42-105-41975
42-105420070000,42-105-41624
42-461396100000,42-461-40212
42-105419110000,42-105-41910
42-317390100000,42-317-39010
42-173361710000,42-173-36173
42-329404500000,42-329-40450
42-461400620000,42-461-40062
42-329390010000,42-329-39000
42-461391630000,42-461-39163
42-173374640000,42-173-37369
42-461403120000,42-461-40312
42-461403880000,42-461-40388
42-003473690000,42-003-47368
42-317404320000,42-317-40433
42-317406210000,42-317-40424
42-235357580000,42-235-35757
42-383394610000,42-383-39461
42-329394380000,42-329-39438
42-105413620000,42-105-41362
42-461399710000,42-461-39971
42-135421520000,42-135-42152
42-329405250000,42-329-40526
42-329409850000,42-329-40983
42-317401790000,42-317-40093
42-317403430000,42-317-40342
42-329414310000,42-329-33654
42-317406280000,42-317-40629
42-329405320000,42-329-40532
42-329406160000,42-329-40467
42-329408080000,42-329-40807
42-329409180000,42-329-40917
42-329414640000,42-329-40200
42-235356050000,42-235-35352
42-105420200000,42-105-42019
42-329395410000,42-329-39537
42-105414860000,42-105-41486
42-003449800000,42-003-44980
42-105422160000,42-105-42216
42-173353560000,42-173-35356
42-003472050000,42-003-47204
42-461388870000,42-461-38887
42-383383380000,42-383-38338
42-461353390000,42-461-35339
42-003464110000,42-003-46411
42-173372770000,42-173-37276
42-173373700000,42-173-37370
42-227389390000,42-227-38939
42-329395420000,42-329-39537
42-173368690000,42-173-36869
42-329399190000,42-329-39919
42-135384900000,42-135-38490
42-227381930000,42-227-38193
42-105422130000,42-105-42211
42-461396210000,42-461-39622
42-317402630000,42-317-40262
42-383393690000,42-383-39369
42-329392310000,42-329-39231
42-317395220000,42-317-39523
42-329389620001,42-329-38962
42-317390100001,42-317-39010
42-317399750000,42-317-39977
42-173363390000,42-173-36339
42-329347910000,42-329-34791
42-105417610000,42-105-41760
42-461385180000,42-461-38519
42-461401140000,42-461-40114
42-383384600000,42-383-37669
42-329402710000,42-329-40269
42-383378060000,42-383-37728
42-383377080000,42-383-37708
42-383384430000,42-383-37669
42-383392030000,42-383-39203
42-227379610000,42-227-37961
42-461392050000,42-461-39205
42-317398350000,42-317-39618
42-105416460000,42-105-41646
42-383379400000,42-383-37940
42-383392100000,42-383-39210
42-003465800000,42-003-46580
42-317401240000,42-317-40123
42-329389620000,42-329-38962
42-317400940000,42-317-40093
42-317405570000,42-317-40558
42-329409410000,42-329-40941
42-329412180000,42-329-40657
42-329414050000,42-329-41407
42-383396610000,42-383-39661
42-329400250000,42-329-40025
42-317384470000,42-317-38447
42-317415870000,42-317-41587
42-317416040000,42-317-41083
42-317416940000,42-317-41694
42-317416930000,42-317-40184
42-135436140000,42-135-43613
42-227397440000,42-227-38923
42-235363260000,42-235-36266
42-329427800000,42-329-42779
42-317417330000,42-317-41733
42-329428280000,42-329-42826
42-173379420000,42-173-37209
42-329427580000,42-329-42762
42-329427740000,42-329-42286
42-329428840000,42-329-42884
42-173379900000,42-173-37991
42-383404200000,42-383-40420
42-383404340000,42-383-40430
42-329429690000,42-329-42968
42-317419360000,42-317-40481
42-317419400000,42-317-39844
42-317419380000,42-317-39844
42-317420220000,42-317-40883
42-329430390000,42-329-43043
42-317419900000,42-317-41979
42-461410770000,42-461-41076
42-173380810000,42-173-38080
42-383405330000,42-383-40537
42-317420960000,42-317-42095
42-227400150000,42-227-40015
42-329431270000,42-329-43121
42-227401070000,42-227-40108
42-173381470000,42-173-37907
42-461411610000,42-461-41161
42-317422350000,42-317-42233
42-329433000000,42-329-43300
42-317422820000,42-317-42283
42-329434470000,42-329-43433
42-383407010000,42-383-40701
42-317424610000,42-317-42462
42-329435510000,42-329-43552
42-173382000000,42-173-38196
42-135437150000,42-135-43714
42-461412730000,42-461-41273
42-461412850000,42-461-41288
42-227403340000,42-227-39369
42-317425420000,42-317-42538
42-329437220000,42-329-43360
42-317425590000,42-317-42560
42-317425620000,42-317-42557
42-317426080000,42-317-42609
42-317425550000,42-317-42146
42-461413260000,42-461-41326
42-317426710000,42-317-42668
42-227404160000,42-227-40419
42-003481990000,42-003-48199
42-227404300000,42-227-40430
42-317398840000,42-317-39882
42-317401400000,42-317-40138
42-431334430000,42-431-33443
42-383408300000,42-383-40830
42-461414070000,42-461-41406
42-383408380000,42-383-40838
42-033319970100,42-033-31997
42-445102100200,42-445-10210
42-461342740100,42-461-34274
42-383379550100,42-383-37955
42-461414630000,42-461-41465
42-317429410000,42-317-42936
42-461415090000,42-461-41508
42-317430270000,42-317-43029
42-173383510000,42-173-38350
42-317430890000,42-317-43089
42-317431010000,42-317-43101
42-329443260000,42-329-44326
42-227407420000,42-227-40742
42-383408940000,42-383-39910
42-317431620000,42-317-40974
42-329443800000,42-329-34314
42-003482630000,42-003-48266
42-383409050000,42-383-40903
42-461415550000,42-461-41555
42-317432050000,42-317-42573
42-173383840000,42-173-38384
42-227409050000,42-227-40906
42-383409400000,42-383-40940
42-173384090000,42-173-38409
42-317433910000,42-317-43391
42-173384630000,42-173-38196
42-317396670000,42-317-39664
42-317402830000,42-317-40285
42-461401510000,42-461-40151
42-461401850000,42-461-40185
42-329415330001,42-329-41530
42-227392910001,42-227-38888
42-461348440000,42-461-34844
42-461391740000,42-461-39174
42-173374410000,42-173-37201
42-461395020000,42-461-39501
42-317400360000,42-317-40036
42-461403660000,42-461-40365
42-461405080000,42-461-40498
42-461403540000,42-461-40355
42-461403740000,42-461-40372
42-173363790000,42-173-36379
42-461401430000,42-461-40143
42-329405750000,42-329-40574
42-235354340000,42-235-35434
42-003473430000,42-003-47342
42-173375350000,42-173-37276
42-329415330000,42-329-41530
42-227390410000,42-227-39041
42-173375330000,42-173-37512
42-329414810000,42-329-41480
42-317407500000,42-317-40692
42-227390560000,42-227-39055
42-329415760000,42-329-41576
42-461405420000,42-461-40543
42-383398450000,42-383-39842
42-383398480000,42-383-39848
42-173375730000,42-173-37573
42-329416540000,42-329-40692
42-317408130000,42-317-40815
42-329416920000,42-329-41237
42-329417030000,42-329-41703
42-317408160000,42-317-40810
42-329417370000,42-329-41119
42-227391470000,42-227-39147
42-317408550000,42-317-40854
42-227392360000,42-227-39236
42-383399860000,42-383-39986
42-383400040000,42-383-40004
42-317410130000,42-317-41013
42-227393280000,42-227-39328
42-227393110000,42-227-39311
42-227393580000,42-227-38434
42-227392910000,42-227-38888
42-317410920000,42-317-41089
42-317410930000,42-317-41093
42-317411190000,42-317-41116
42-173377700000,42-173-37773
42-227393770000,42-227-39377
42-227386300000,42-227-38630
42-105418840000,42-105-41661
42-317395170000,42-317-39517
42-173374150000,42-173-37415
42-227389340000,42-227-38934
42-329421400000,42-329-42140
42-329421950000,42-329-33209
42-329420210000,42-329-41627
42-329421980000,42-329-42197
42-383400830000,42-383-40084
42-383401380000,42-383-40133
42-383401520000,42-383-40153
42-317413140000,42-317-41315
42-317413610000,42-317-41144
42-461408120000,42-461-40812
42-383402210000,42-383-40001
42-329424490000,42-329-42449
42-227396070000,42-227-38991
42-329425020000,42-329-42499
42-227396270000,42-227-39389
42-329425460000,42-329-42541
42-235362800000,42-235-36280
42-383403130000,42-383-40314
42-227396770000,42-227-39677
42-227396840000,42-227-39684
42-383403560000,42-383-40356
42-227396440000,42-227-39646
42-317416490000,42-317-41636
42-227397050000,42-227-39705
42-227397210000,42-227-39721
42-329427880000,42-329-42788
42-329427650000,42-329-42764
42-317417540000,42-317-41755
42-461409490000,42-461-40949
42-317417640000,42-317-41761
42-329427930000,42-329-42778
42-317417920000,42-317-41806
42-329429130000,42-329-41754
42-383404240000,42-383-40429
42-383404290000,42-383-40429
42-173380070000,42-173-38007
42-317418370000,42-317-41842
42-383404140000,42-383-40411
42-461410200000,42-461-40402
42-461410230000,42-461-41023
42-317419250000,42-317-41245
42-317418680000,42-317-41866
42-329429340000,42-329-42934
42-317419710000,42-317-41956
42-235363690000,42-235-36368
42-383405450000,42-383-40448
42-317421110000,42-317-42114
42-317421070000,42-317-42109
42-173381120000,42-173-38112
