Well_UID,WellPadID
42-461403050000,42-461-40305
42-461404760000,42-461-40476
42-115336800000,42-115-33605
42-105412490000,42-105-41249
42-105418870000,42-105-41887
42-003458900000,42-003-45281
42-235351890000,42-235-35189
42-173369400000,42-173-36942
42-383384590000,42-383-37669
42-383394750000,42-383-39475
42-383386270000,42-383-38628
42-235359160000,42-235-35916
42-329396080000,42-329-39608
42-173368320000,42-173-36832
42-501339820200,42-501-01911
42-383385760000,42-383-38578
42-173374090000,42-173-37404
42-227387760000,42-227-38641
42-329397460000,42-329-41346
42-329411980000,42-329-41197
42-383391790000,42-383-39180
42-383396820000,42-383-39682
42-461401220000,42-461-40122
42-329358550000,42-329-35855
42-461400250000,42-461-40025
42-003470630000,42-003-47063
42-105423520000,42-105-42353
42-461402690000,42-461-40257
42-461404490000,42-461-40449
42-105419730000,42-105-41973
42-317368960000,42-317-36896
42-329402540000,42-329-40254
42-383387230000,42-383-38723
42-115336210000,42-115-33621
42-105420480000,42-105-42048
42-383397370000,42-383-39737
42-383397620000,42-383-39762
42-329399770000,42-329-39979
42-173358480000,42-173-35848
42-105422260000,42-105-42217
42-329400120000,42-329-40012
42-461404010000,42-461-40401
42-461404180000,42-461-40418
42-461404090000,42-461-40409
42-329388460000,42-329-38845
42-105416340000,42-105-41632
42-105416350000,42-105-41632
42-105418050000,42-105-41804
42-227388780000,42-227-38878
42-235361600000,42-235-36160
42-461393160000,42-461-39316
42-235355720000,42-235-35572
42-383387680000,42-383-38780
42-033320710000,42-033-32071
42-317421280000,42-317-42126
42-227400690000,42-227-40081
42-227400950000,42-227-40095
42-329431380000,42-329-43162
42-317421900000,42-317-41242
42-227401110000,42-227-40111
42-461411260000,42-461-41126
42-383406010000,42-383-40593
42-317422700000,42-317-42269
42-317422850000,42-317-42283
42-317422960000,42-317-42296
42-461412180000,42-461-41218
42-317423380000,42-317-42341
42-461412910000,42-461-41269
42-329436460000,42-329-43646
42-003481650000,42-003-48163
42-329436840000,42-329-43684
42-461413030000,42-461-41303
42-227403140000,42-227-40280
42-227403260000,42-227-40329
42-227403270000,42-227-39369
42-383408270000,42-383-40827
42-317428220000,42-317-42829
42-461409590100,42-461-40958
42-317429010000,42-317-42897
42-329441000000,42-329-44096
42-227406210000,42-227-40621
42-227406880000,42-227-40691
42-317430750000,42-317-43075
42-329443020000,42-329-44302
42-317431210000,42-317-41292
42-317431250000,42-317-40674
42-329428690000,42-329-42850
42-329444610000,42-329-44461
42-317432810000,42-317-43280
42-227408670000,42-227-40868
42-317433200000,42-317-43318
42-329445560000,42-329-44562
42-227409090000,42-227-37592
42-105419840000,42-105-41983
42-227387370000,42-227-38737
42-227388720000,42-227-38872
42-227387200000,42-227-38720
42-317401000000,42-317-40100
42-317405670000,
42-329409060000,42-329-40906
42-329409830000,42-329-40983
42-317404670000,42-317-40466
42-317405750000,42-317-40585
42-329408520000,42-329-40852
42-329409490000,42-329-40949
42-317405230000,42-317-40134
42-383393530000,42-383-39354
42-227386920000,42-227-38897
42-227387690000,42-227-38765
42-329409880000,42-329-40983
42-329411320000,42-329-41121
42-317405610000,42-317-40453
42-317406530000,42-317-40478
42-329413080000,42-329-41308
42-317400850000,42-317-40084
42-383396120000,42-383-39611
42-329409010000,42-329-40901
42-329410500000,42-329-41048
42-329412200000,42-329-40657
42-317403440000,42-317-40340
42-317404720000,42-317-40472
42-329414320000,42-329-33654
42-329408750000,42-329-40875
42-329413090000,42-329-41309
42-383396960000,42-383-39694
42-383397480000,42-383-39747
42-461403750000,42-461-40375
42-461404040000,42-461-40405
42-461404460000,42-461-40446
42-461404720000,42-461-40471
42-461405170000,42-461-40511
42-329401590000,42-329-39023
42-329410260000,42-329-41023
42-329414170000,42-329-41417
42-329413220000,42-329-39688
42-329414080000,42-329-41408
42-383397050000,42-383-39694
42-461404240000,42-461-40123
42-461404380000,42-461-40438
42-329389910000,42-329-38991
42-317388790000,42-317-38879
42-317387520000,42-317-38748
42-329395440000,42-329-39544
42-235356000000,42-235-35600
42-173372840000,42-173-37284
42-461349360000,42-461-34936
42-329389840000,42-329-38969
42-329401100000,42-329-39059
42-105420980000,42-105-41901
42-235356160000,42-235-35610
42-235352950000,42-235-35294
42-383389650000,42-383-38982
42-461386600000,42-461-38660
42-461355580000,42-461-35558
42-235356440000,42-235-35644
42-461402370000,42-461-40230
42-461374570000,42-461-37457
42-383384150000,42-383-38412
42-461390900000,42-461-39090
42-461400790000,42-461-40081
42-383388190000,42-383-38815
42-235353060000,42-235-35306
42-461349460000,42-461-34946
42-173361510000,42-173-36151
42-329390030000,42-329-39000
42-329401380000,42-329-40137
42-461401400000,42-461-40137
42-461358800000,42-461-35880
42-329390190000,42-329-38999
42-227381070000,42-227-38107
42-329393020000,42-329-39302
42-003470800000,42-003-47079
42-317390480000,42-317-39048
42-329354700000,42-329-35470
42-383383830000,42-383-38383
42-317400960000,42-317-40096
42-317397610000,42-317-39464
42-461359170000,42-461-35917
42-329402900000,42-329-40290
42-383393440000,42-383-39345
42-173364060000,42-173-36407
42-235358370000,42-235-35839
42-235351610000,42-235-35161
42-317400300000,42-317-40030
42-105417130000,42-105-41713
42-461349860000,42-461-34986
42-461379890000,42-461-37989
42-461391640000,42-461-39164
42-461397010000,42-461-39701
42-383393340000,42-383-39334
42-383381520000,42-383-37818
42-235356320000,42-235-35631
42-173342430000,42-173-34243
42-003473780000,42-003-47378
42-461397180000,42-461-39719
42-383374890000,42-383-37489
42-329409340000,42-329-40934
42-317407120000,42-317-40709
42-329415590000,42-329-41558
42-329415950000,42-329-41595
42-317407060000,42-317-40703
42-329416580000,42-329-41661
42-235361920000,42-235-36192
42-329416770000,42-329-41677
42-329416620000,42-329-41662
42-383398990000,42-383-39900
42-227391830000,42-227-38230
42-329418240000,42-329-41839
42-461406350000,42-461-40634
42-235361870000,42-235-36187
42-227392060000,42-227-39206
42-173376810000,42-173-37679
42-227392680000,42-227-39239
42-329419880000,42-329-41988
42-235362210000,42-235-36221
42-329420370000,42-329-42037
42-003476680000,42-003-47665
42-329422000000,42-329-42199
42-317411940000,42-317-41194
42-329422240000,42-329-42207
42-317412060000,42-317-41204
42-329422440000,42-329-42246
42-317412350000,42-317-41233
42-227395340000,42-227-39526
42-227395860000,42-227-39586
42-461407700000,42-461-40770
42-317415930000,42-317-41083
42-329426920000,42-329-42692
42-329406630000,42-329-40657
42-329391740000,42-329-39172
42-317377520000,42-317-37752
42-235356550000,42-235-35655
42-329396790000,42-329-39679
42-235354320000,42-235-35432
42-173366340000,42-173-36634
42-383389820000,42-383-38982
42-383389860000,42-383-38985
42-173379520000,42-173-37908
42-329427360000,42-329-42728
42-317418000000,42-317-41798
42-383404320000,42-383-40430
42-227398240000,42-227-39641
42-317418570000,42-317-41856
42-173380280000,42-173-38028
42-461410430000,42-461-41045
42-317420240000,42-317-40883
42-235363640000,42-235-35615
42-329430800000,42-329-43004
42-329430600000,42-329-43058
42-383378010000,42-383-37801
42-329393440000,42-329-39344
42-235358720000,42-235-35878
42-383395920000,42-383-38853
42-235360850000,42-235-36084
42-383398010000,42-383-39800
42-329415030000,42-329-41503
42-173375380000,42-173-37538
42-105423650000,42-105-42364
42-329389980000,42-329-38997
42-105415130000,42-105-41513
42-383384820000,42-383-38481
42-383385180000,42-383-38518
42-173372450000,42-173-37245
42-235349480000,42-235-34948
42-115335490001,42-115-33549
42-317414110001,42-317-41408
42-461405380000,42-461-40538
42-383398330000,42-383-39836
42-383398310000,42-383-39832
42-227390770000,42-227-39077
42-227390950000,42-227-38854
42-173375630000,42-173-37563
42-173375760000,42-173-37576
42-317408260000,42-317-40826
42-329416400000,42-329-41640
42-317408390000,42-317-40846
42-461406130000,42-461-40611
42-329417280000,42-329-41723
42-329417420000,42-329-41742
42-033324260000,42-033-32426
42-329417800000,42-329-41780
42-461406230000,42-461-40625
42-461406240000,42-461-40625
42-461406480000,42-461-40647
42-227392230000,42-227-39157
42-383399680000,42-383-39953
42-383399850000,42-383-39974
42-383399950000,42-383-39996
42-235362160000,42-235-36216
42-383400490000,42-383-39873
42-317410720000,42-317-41093
42-317411470000,42-317-41144
42-461407170000,42-461-40716
42-329421430000,42-329-42143
42-383400620000,42-383-40064
42-227394050000,42-227-39405
42-235362310000,42-235-35705
42-033324440000,42-033-32444
42-329421760000,42-329-42178
42-173378120000,42-173-37806
42-329422130000,42-329-42207
42-317412370000,42-317-41233
42-317412550000,42-317-41254
42-033324570000,42-033-32457
42-461407640000,42-461-40763
42-383402170000,42-383-40217
42-317414110000,42-317-41408
42-383402440000,42-383-39986
42-317413700000,42-317-41375
42-317414340000,42-317-41434
42-317414900000,42-317-41478
42-317415010000,42-317-41245
42-317414910000,42-317-40449
42-329424840000,42-329-42482
42-383403270000,42-383-40327
42-235363040000,42-235-36302
42-317415800000,42-317-41577
42-461409190000,42-461-40716
42-317416290000,42-317-41422
42-317416910000,42-317-40184
42-461409560000,42-461-40956
42-329427820000,42-329-42779
42-173379800000,42-173-37982
42-329389000000,42-329-38900
42-329401450000,42-329-39243
42-329429220000,42-329-42918
42-033324930000,42-033-32493
42-317418920000,42-317-41328
42-173380440000,42-173-37611
42-329429470000,42-329-42286
42-227399070000,42-227-39906
42-235363500000,42-235-36351
42-329430370000,42-329-43043
42-329430830000,42-329-43082
42-329431090000,42-329-43111
42-317420600000,42-317-42060
42-461410840000,42-461-41081
42-227400230000,42-227-40023
42-317420360000,42-317-40703
42-173381150000,42-173-38114
42-227400260000,42-227-40026
42-135436700000,42-135-43671
42-329431800000,42-329-43182
42-329432030000,42-329-43203
42-317422010000,42-317-42203
42-329432830000,42-329-43282
42-317423020000,42-317-42308
42-317423250000,42-317-42324
42-003481290000,42-003-48136
42-329435480000,42-329-43606
42-227402870000,42-227-40145
42-383407080000,42-383-40710
42-173381950000,42-173-38192
42-329437570000,42-329-43758
42-329437560000,42-329-43752
42-383407590000,42-383-40760
42-383408020000,42-383-40801
42-383408130000,42-383-40811
42-329438410000,42-329-43837
42-227404250000,42-227-38494
42-461413730000,42-461-41372
42-329439520000,42-329-43944
42-329439690000,42-329-43969
42-329439800000,42-329-43979
42-461414080000,42-461-41408
42-329439900000,42-329-43989
42-329440100000,42-329-43162
42-105405110100,42-105-40511
42-105419690100,42-105-41969
42-235357330100,42-235-35733
42-329005520100,42-329-00552
42-461395780100,42-461-39578
42-173377460200,42-173-37746
42-227405690000,42-227-40568
42-003482430000,42-003-48245
42-329440860000,42-329-43409
42-227406510000,42-227-40650
42-317430530000,42-317-43042
42-227407270000,42-227-40727
42-003482500000,42-003-48250
42-317431270000,42-317-40674
42-329443310000,42-329-44329
42-383408910000,42-383-39910
42-329444320000,42-329-44429
42-227407990000,42-227-40801
42-383409220000,42-383-40918
42-461415960000,42-461-41595
42-329445230000,42-329-42797
42-383409330000,42-383-40936
42-461416310000,42-461-41641
42-461403170000,42-461-40320
42-235358270000,42-235-35843
42-173374240000,42-173-37424
42-461400000000,42-461-40000
42-105420970000,42-105-41901
42-383381690000,42-383-38169
42-235360730000,42-235-36073
42-317404820000,42-317-40482
42-329414270000,42-329-41424
42-329402650000,42-329-39167
42-461394680000,42-461-39465
42-461352980000,42-461-35298
42-003458730000,42-003-45308
42-383397790000,42-383-39779
42-383381710000,42-383-37939
42-329395170000,42-329-39517
42-461391390000,42-461-39137
42-383380620000,42-383-38062
42-461394050000,42-461-39403
42-329404680000,42-329-40468
42-317403020000,42-317-39618
42-173366070000,42-173-36607
42-317392580000,42-317-39259
42-383393710000,42-383-39370
42-329385040000,42-329-38504
42-235350240000,42-235-35026
42-329404050000,42-329-40406
42-317388780000,42-317-38878
42-317397090000,42-317-39708
42-329393630000,42-329-39363
42-461393620000,42-461-39362
42-235350110000,42-235-35011
42-329404520000,42-329-40450
42-383392550000,42-383-39255
42-383393140000,42-383-39314
42-235347100000,42-235-34710
42-317394390000,42-317-39439
42-173361730000,42-173-36173
42-235349680000,42-235-34968
42-135428060000,42-135-42806
42-329386620000,42-329-38662
42-105413550000,42-105-41354
42-317397700000,42-317-39770
42-235354600000,42-235-35459
42-105418590000,42-105-41859
42-329402500000,42-329-40249
42-461405240000,42-461-40523
42-461401370000,42-461-40137
42-105423600000,42-105-42360
42-317407140000,42-317-40669
42-329415420000,42-329-41541
42-329415860000,42-329-41586
42-227390870000,42-227-39087
42-173375710000,42-173-37571
42-329416750000,42-329-41677
42-235361970000,42-235-36171
42-383398690000,42-383-39869
42-227390860000,42-227-38874
42-329416470000,42-329-41069
42-317408810000,42-317-40881
42-329417190000,42-329-41721
42-235362050000,42-235-36205
42-383399340000,42-383-39934
42-173376690000,42-173-37669
42-227392020000,42-227-39202
42-173376900000,42-173-37693
42-317409620000,42-317-40957
42-383399690000,42-383-39970
42-227392500000,42-227-39240
42-329419600000,42-329-41958
42-317410460000,42-317-41047
42-329420760000,42-329-42070
42-329420780000,42-329-40906
42-317410700000,42-317-41068
42-461407160000,42-461-40716
42-329421730000,42-329-42175
42-003476960000,42-003-47694
42-317412360000,42-317-41233
42-461407600000,42-461-40759
42-329421030000,42-329-42105
42-383401720000,42-383-39872
42-329422300000,42-329-40693
42-329423420000,42-329-41848
42-227395310000,42-227-39539
42-461407760000,42-461-40776
42-317413270000,42-317-41327
42-173378510000,42-173-37843
42-461407940000,42-461-40797
42-227395540000,42-227-38899
42-329424020000,42-329-42403
42-383402330000,42-383-40238
42-461408140000,42-461-40814
42-329425410000,42-329-42541
42-383402820000,42-383-40282
42-003478150000,42-003-47818
42-329426090000,42-329-42604
42-227396640000,42-227-39257
42-461408370000,42-461-40836
42-317414680000,42-317-41465
42-317415330000,42-317-41533
42-317414190000,42-317-41419
42-383403300000,42-383-40295
42-461409210000,42-461-40917
42-383403550000,42-383-40356
42-227396600000,42-227-39660
42-383403590000,42-383-40358
42-329427250000,42-329-42716
42-227397130000,42-227-39713
42-317416780000,42-317-41684
42-317416880000,42-317-41684
42-329427670000,42-329-42764
42-317417800000,42-317-41781
42-317417910000,42-317-41806
42-317417960000,42-317-41806
42-173380090000,42-173-38007
42-135436350000,42-135-43635
42-383404680000,42-383-39894
42-227398770000,42-227-39880
42-329430900000,42-329-43088
42-329430870000,42-329-43088
42-329430820000,42-329-43082
42-383405100000,42-383-40510
42-317419980000,42-317-41979
42-173381110000,42-173-38111
42-227400220000,42-227-40023
42-173380910000,42-173-38094
42-227400680000,42-227-37811
42-317420870000,42-317-42087
42-227400560000,42-227-39553
42-235364020000,42-235-36407
42-383405650000,42-383-40565
42-317421930000,42-317-39274
42-317422100000,42-317-42210
42-383405910000,42-383-40590
42-227401490000,42-227-40150
42-329432760000,42-329-42700
42-317422690000,42-317-42269
42-329433580000,42-329-43360
42-329433840000,42-329-43390
42-003480990000,42-003-48100
42-329434460000,42-329-41809
42-317424120000,42-317-42414
42-227402730000,42-227-40273
42-329435420000,42-329-43527
42-329435290000,42-329-43520
42-329435940000,42-329-43595
42-329436060000,42-329-43606
42-227402970000,42-227-40296
42-227403200000,42-227-40319
42-461413100000,42-461-41307
42-329437010000,42-329-43700
42-461413230000,42-461-41323
42-317426400000,42-317-42642
42-227404120000,42-227-40408
42-317426620000,42-317-42695
42-461413800000,42-461-41379
42-173382660000,42-173-38266
42-329439480000,42-329-40462
42-329439490000,42-329-43963
42-173382880000,42-173-38036
42-317428160000,42-317-42813
42-033321570100,42-033-32157
42-033324180100,42-033-32418
42-383384280100,42-383-38428
