,Latitude,Longitude,BH Latitude,BH Longitude
42-173354400000,31.97154694,-101.4902755,31.98435292,-101.4945209
42-173355450000,31.92220028,-101.5004308,31.908939,-101.4961699
42-173355460000,31.92138139,-101.5038772,31.90805618,-101.4998678
42-173355490000,31.92442222,-101.4961861,31.9378298,-101.5005815
42-173355680000,31.74083324,-101.3724504,31.76060689,-101.3787401
42-173356010000,31.92280833,-101.5031756,31.93621962,-101.5075168
42-173356020000,31.9221878,-101.5058778,31.93556811,-101.5101356
42-173356030000,31.92374722,-101.4991167,31.93706851,-101.5035596
42-173356040000,31.68114722,-101.5059111,31.70081164,-101.512163
42-173356750000,31.83092222,-101.3639583,31.8135382,-101.3588041
42-173357090000,31.6661527,-101.4390834,31.6795784,-101.4431846
42-173357160000,31.65601889,-101.5056306,31.63493035,-101.4987575
42-173357320000,31.72446415,-101.5107181,31.73778991,-101.5147604
42-173357610000,31.669,-101.4221056,31.65324294,-101.4171688
42-173357650000,31.74048446,-101.3745412,31.76016779,-101.3806905
42-173358320000,31.65935333,-101.3385255,31.68121842,-101.3381686
42-173358480000,31.6803339,-101.5094845,31.69991457,-101.5157922
42-173358880000,31.65935556,-101.3386056,31.63748756,-101.3391569
42-173359280000,31.68074167,-101.5076972,31.7003314,-101.5139223
42-173359410000,31.74192278,-101.3687061,31.76166418,-101.3747724
42-173359430000,31.7417702,-101.3683895,31.76136684,-101.3740771
42-173359520000,31.694781,-101.470348,31.71625878,-101.4771774
42-173359540000,31.6889362,-101.4326171,31.6688299,-101.4263359
42-173359670000,31.67903889,-101.5074667,31.65882932,-101.5009835
42-173359950000,32.02873156,-101.7561519,32.00202457,-101.7466315
42-173359970000,32.02696917,-101.7638122,32.00656255,-101.7590758
42-173360050000,31.73202778,-101.3018611,31.7111997,-101.2953293
42-173360130000,31.68013191,-101.470597,31.70113886,-101.4769608
42-173360150000,31.72894444,-101.3175833,31.70844772,-101.3113614
42-173360730000,31.68132583,-101.4702347,31.66004595,-101.4637564
42-173360750000,31.6730775,-101.4213039,31.6535959,-101.4154253
42-173361020000,31.6740125,-101.417445,31.65452256,-101.4115439
42-173361030000,31.673548,-101.419362,31.654221,-101.413559
42-173361480000,31.680393,-101.468229,31.70161854,-101.4748215
42-173361510000,31.7224197,-101.3886393,31.74908137,-101.3969879
42-173361520000,31.7224337,-101.3885613,31.74904709,-101.3970886
42-173361610000,31.6803729,-101.4683051,31.70163559,-101.4748732
42-173361620000,31.680353,-101.4683806,31.70157981,-101.4747808
42-173361710000,31.6680609,-101.4949092,31.68787309,-101.501159
42-173361720000,31.66803889,-101.4949861,31.68281854,-101.4997235
42-173361730000,31.6680229,-101.4950646,31.68788073,-101.5012084
42-173361860000,31.68565069,-101.4470249,31.70213077,-101.4522022
42-173361880000,31.68939778,-101.4305289,31.66932737,-101.4242918
42-173361970000,31.67283333,-101.4151994,31.69209424,-101.4213451
42-173362080000,31.71615474,-101.573531,31.73783358,-101.5800309
42-173362100000,31.6856151,-101.4471807,31.70671404,-101.4543945
42-173362190000,31.67287083,-101.415045,31.67579407,-101.4157008
42-173362200000,31.6893618,-101.430684,31.66933138,-101.4243973
42-173362210000,31.67803209,-101.4804978,31.69885174,-101.4871515
42-173362260000,31.68521639,-101.4489558,31.70447669,-101.4548417
42-173362370000,31.68819333,-101.4357481,31.7096222,-101.4425534
42-173362610000,31.728,-101.3196667,31.70777894,-101.3151567
42-173362720000,31.69142789,-101.4541689,31.67154109,-101.4480102
42-173362730000,31.6913893,-101.4543246,31.67150803,-101.4481403
42-173362810000,31.71660185,-101.5716005,31.73712238,-101.5773138
42-173362850000,31.7170486,-101.5696695,31.7386428,-101.5761754
42-173363100000,32.03835098,-101.7537208,32.05676278,-101.7589303
42-173363280000,31.6898477,-101.4286033,31.66979372,-101.4223481
42-173363290000,32.03832907,-101.7538141,32.05872511,-101.761275
42-173363350000,31.67191861,-101.4190158,31.69119375,-101.4249113
42-173363370000,31.67333333,-101.413125,31.69175834,-101.4190756
42-173363400000,31.67234545,-101.417253,31.69113606,-101.4233128
42-173363410000,31.67329722,-101.4132778,31.69257878,-101.4193394
42-173363620000,31.7387572,-101.3760303,31.71862153,-101.3698236
42-173363630000,31.7387232,-101.3761874,31.71119858,-101.3675026
42-173363650000,31.7387402,-101.3761083,31.71864337,-101.3698502
42-173363750000,31.6852518,-101.4488001,31.70646028,-101.4555903
42-173363760000,31.686055,-101.445241,31.70726513,-101.4520342
42-173363770000,31.68690528,-101.4414614,31.70814869,-101.4477876
42-173363780000,31.6864855,-101.4433206,31.70777087,-101.4501327
42-173363810000,31.68690278,-101.4414611,31.70823271,-101.4480693
42-173363820000,31.687375,-101.439375,31.70875332,-101.4460114
42-173363840000,31.687745,-101.43693,31.709174,-101.443644
42-173363950000,31.67446361,-101.4155458,31.65498752,-101.4096328
42-173364060000,31.69935611,-101.3831453,31.72124942,-101.3895591
42-173364210000,31.67007528,-101.4266319,31.65274495,-101.4200854
42-173364230000,31.67051278,-101.4248106,31.65275521,-101.4193005
42-173364280000,31.67055028,-101.4246558,31.65865091,-101.420656
42-173364290000,31.67500806,-101.4143033,31.65555847,-101.4081128
42-173364510000,31.6748325,-101.4140636,31.65537982,-101.4079186
42-173364670000,31.679817,-101.50312,31.65970505,-101.4967705
42-173364720000,32.02478333,-101.7670422,32.0060407,-101.7622773
42-173364740000,31.7410852,-101.3648986,31.7203394,-101.3594679
42-173364750000,31.7410692,-101.3649765,31.72042552,-101.3593858
42-173364760000,31.7410522,-101.3650545,31.72036052,-101.3593528
42-173364790000,31.66753889,-101.497025,31.6876835,-101.5033595
42-173364980000,31.72099028,-101.5072222,31.73828658,-101.5125932
42-173364990000,31.72145139,-101.5051997,31.73885773,-101.5102314
42-173365100000,31.70596306,-101.3889608,31.67950739,-101.3799628
42-173365110000,31.70584333,-101.389555,31.69252781,-101.385306
42-173365290000,31.70695556,-101.4565258,31.73487453,-101.465247
42-173365370000,32.02480417,-101.7669486,32.00591358,-101.7618214
42-173365420000,31.67513333,-101.3930611,31.68958236,-101.3977395
42-173365460000,31.67516935,-101.3929075,31.68962683,-101.3975523
42-173365470000,31.69636944,-101.4706833,31.68216078,-101.4663632
42-173365620000,31.75189167,-101.5184056,31.73856237,-101.5136865
42-173365630000,32.0387222,-101.7521171,32.05977871,-101.7568886
42-173365640000,32.03870057,-101.7522103,32.05905864,-101.759896
42-173365670000,31.7011168,-101.3359631,31.68148607,-101.3295254
42-173365950000,31.73230556,-101.3020278,31.75269864,-101.3081299
42-173365960000,31.65843333,-101.3290278,31.63764161,-101.329359
42-173366030000,31.677929,-101.511394,31.657834,-101.504949
42-173366070000,31.67705,-101.5152444,31.65691221,-101.5089564
42-173366080000,31.8663675,-101.6823911,31.87974568,-101.6875178
42-173366150000,31.693101,-101.454247,31.719612,-101.462731
42-173366160000,31.69708383,-101.3648609,31.7173805,-101.3715266
42-173366200000,31.69709983,-101.3647829,31.71728995,-101.3715299
42-173366220000,31.738225,-101.3849889,31.72380489,-101.380079
42-173366340000,31.91265738,-101.7720761,31.93316997,-101.7786023
42-173366880000,31.6705309,-101.4846708,31.69047159,-101.4910742
42-173366900000,31.6710339,-101.4826318,31.69091144,-101.4890833
42-173366910000,31.67105278,-101.4825556,31.69083938,-101.4890136
42-173366920000,31.6705499,-101.4845917,31.69047411,-101.4910585
42-173366950000,31.6684829,-101.4929707,31.6882777,-101.4991867
42-173366960000,31.66850202,-101.492895,31.68853774,-101.4993811
42-173366970000,31.6689859,-101.4909327,31.68867948,-101.4972125
42-173366980000,31.6695159,-101.4887857,31.68946453,-101.4952353
42-173366990000,31.66953333,-101.4887087,31.689488,-101.4952977
42-173367000000,31.6690049,-101.4908547,31.68901468,-101.4973778
42-173367010000,31.6700189,-101.4867468,31.68994231,-101.4930851
42-173367020000,31.6700379,-101.4866698,31.68996229,-101.4931252
42-173367070000,31.69542806,-101.6043969,31.71569141,-101.6106615
42-173367110000,31.69455778,-101.6081917,31.71491443,-101.6146011
42-173367210000,31.71970667,-101.5128561,31.73733467,-101.5178019
42-173367220000,31.72016111,-101.5109,31.73768812,-101.5155737
42-173367250000,31.71967111,-101.5130114,31.73703377,-101.5180423
42-173367280000,31.72188972,-101.5032744,31.73950168,-101.5083215
42-173367300000,31.72273194,-101.4995764,31.74027037,-101.5050627
42-173367380000,31.71873083,-101.4422892,31.6970097,-101.4355503
42-173367390000,31.72236111,-101.5013028,31.73998634,-101.5057954
42-173367410000,31.72141528,-101.5053564,31.73878788,-101.5108371
42-173367420000,31.72016111,-101.5070028,31.73829061,-101.5126524
42-173367440000,31.720588,-101.509,31.738198,-101.513591
42-173367550000,31.72022611,-101.5068308,31.73846865,-101.5119583
42-173367600000,31.718979,-101.441203,31.73860127,-101.4485536
42-173367970000,32.07230389,-101.6735876,32.05067418,-101.6667958
42-173368110000,31.70544076,-101.3915602,31.69173984,-101.3889787
42-173368180000,31.76291056,-101.6016167,31.73545251,-101.5926961
42-173368200000,31.86811439,-101.6746923,31.88141004,-101.6789812
42-173368210000,31.86892958,-101.6711003,31.88221519,-101.6754441
42-173368220000,31.86852214,-101.6728965,31.88175532,-101.6771663
42-173368230000,31.8667297,-101.680794,31.87998763,-101.6850738
42-173368250000,31.86709506,-101.6791976,31.8803821,-101.6835171
42-173368310000,31.76799167,-101.7299528,31.76825308,-101.7299333
42-173368320000,31.73436108,-101.2918889,31.73406599,-101.2915458
42-173368330000,31.73136111,-101.3075278,31.75137376,-101.3139688
42-173368350000,31.72638194,-101.4972714,31.71307597,-101.4930788
42-173368370000,31.72635167,-101.4974267,31.7131039,-101.4932245
42-173368400000,31.72682694,-101.4953447,31.71338836,-101.4911851
42-173368410000,31.72679139,-101.4955,31.71337658,-101.4913385
42-173368420000,31.72726667,-101.4934181,31.71390858,-101.4891277
42-173368430000,31.72723111,-101.4935736,31.71380495,-101.4894682
42-173368440000,31.72770611,-101.4914917,31.71427781,-101.4873164
42-173368450000,31.72767083,-101.4916469,31.71418244,-101.4874747
42-173368460000,31.72806833,-101.4899047,31.71480381,-101.4857539
42-173368470000,31.72803278,-101.49006,31.71474341,-101.4859332
42-173368480000,31.72835056,-101.4886678,31.71508452,-101.4844705
42-173368490000,31.728315,-101.488822,31.715008,-101.48476
42-173368500000,31.7286325,-101.4874311,31.71537583,-101.4831888
42-173368530000,32.02724944,-101.7621997,32.00724042,-101.7566739
42-173368560000,31.72859722,-101.4875867,31.71531785,-101.4834611
42-173368570000,31.72891472,-101.4861944,31.71556014,-101.4819799
42-173368580000,31.72887917,-101.4863497,31.71553436,-101.482181
42-173368590000,31.72919694,-101.4849575,31.71593122,-101.4807856
42-173368600000,31.72916111,-101.4851131,31.71589866,-101.4810048
42-173368610000,31.72958083,-101.4842731,31.71605267,-101.479912
42-173368620000,31.72940833,-101.4840303,31.71602294,-101.4800085
42-173368640000,32.02729139,-101.7620125,32.00735687,-101.7555928
42-173368670000,32.02731222,-101.7619189,32.00747427,-101.755674
42-173368690000,31.76904481,-101.7255279,31.79256113,-101.7330824
42-173368700000,32.01526263,-101.768287,32.0332771,-101.773513
42-173368730000,32.015049,-101.7684323,32.03268547,-101.7759807
42-173368740000,31.684486,-101.580534,31.705984,-101.587383
42-173368820000,31.68485,-101.578911,31.706384,-101.585823
42-173368930000,31.685604,-101.575582,31.707208,-101.58219
42-173369000000,32.07475556,-101.6645167,32.05282427,-101.6575769
42-173369390000,31.68721311,-101.4478383,31.66538307,-101.4411111
42-173369410000,31.68682194,-101.4494492,31.6649673,-101.4429899
42-173369430000,31.6876825,-101.4459186,31.66586319,-101.439045
42-173369450000,31.688291,-101.444405,31.66626797,-101.4375638
42-173369470000,31.688865,-101.4420619,31.66663417,-101.434865
42-173369490000,31.68919528,-101.4397469,31.6672617,-101.4330325
42-173369500000,31.689233,-101.439592,31.66729,-101.432964
42-173369510000,31.689665,-101.437827,31.68966088,-101.4378009
42-173369520000,31.68970212,-101.4376725,31.66777766,-101.4308544
42-173369530000,31.69005889,-101.4362139,31.66810464,-101.4297632
42-173369590000,31.67304917,-101.4098919,31.65610611,-101.4047685
42-173369610000,31.67308333,-101.4097361,31.65593834,-101.4044737
42-173369620000,31.673583,-101.408414,31.65944161,-101.4041659
42-173369630000,31.67347583,-101.4078631,31.65646981,-101.4028279
42-173369640000,31.67383556,-101.4061461,31.65676671,-101.4011022
42-173369650000,31.67386833,-101.40599,31.65680845,-101.4008908
42-173369660000,31.67422833,-101.4042728,31.65712738,-101.3991851
42-173369680000,31.67426111,-101.4041167,31.65722758,-101.3989731
42-173369690000,31.67460389,-101.4024803,31.6576903,-101.3973422
42-173369710000,31.67463667,-101.4023242,31.65775684,-101.3971189
42-173369720000,31.67499639,-101.4006072,31.65821215,-101.3954953
42-173369730000,31.67502917,-101.4004511,31.65823372,-101.3953355
42-173369740000,31.6753884,-101.3987334,31.65861163,-101.3935972
42-173369750000,31.67541944,-101.398575,31.65860536,-101.393499
42-173369760000,31.67578111,-101.3968608,31.65918717,-101.3920743
42-173369770000,31.67581389,-101.3967047,31.65896933,-101.391558
42-173369780000,31.685244,-101.577166,31.70672,-101.584025
42-173369830000,31.66009668,-101.3379536,31.63723373,-101.3383684
42-173369870000,31.74602559,-101.3476139,31.75952437,-101.3519318
42-173369900000,31.74430125,-101.3558817,31.75775573,-101.360068
42-173370330000,31.7184875,-101.4093694,31.74543408,-101.4179801
42-173370590000,31.80753333,-101.5786972,31.82723668,-101.584854
42-173370800000,31.73433333,-101.292,31.75538889,-101.3006944
42-173370960000,31.718424,-101.409346,31.72615296,-101.4119393
42-173370990000,31.69084729,-101.4571481,31.67082399,-101.4506971
42-173371000000,31.690215,-101.4597556,31.6701982,-101.4537365
42-173371010000,31.69017778,-101.45991,31.67005099,-101.4535663
42-173371070000,31.702065,-101.369387,31.72395,-101.37587
42-173371080000,31.719015,-101.441048,31.7388,-101.447722
42-173371090000,31.718943,-101.44136,31.696775,-101.435497
42-173371200000,31.70338778,-101.4017717,31.68999845,-101.3975595
42-173371230000,31.675503,-101.391117,31.68997501,-101.3958145
42-173371330000,31.70168,-101.371329,31.72203251,-101.3774183
42-173371380000,31.82933,-101.582689,31.85650391,-101.5911018
42-173371530000,31.78130611,-101.552415,31.80312073,-101.5590851
42-173371540000,31.781175,-101.552373,31.80271338,-101.5607973
42-173371550000,31.779917,-101.558076,31.80202157,-101.5631007
42-173371560000,31.78005,-101.5581167,31.80156051,-101.5650572
42-173371570000,31.80169444,-101.5684361,31.82898016,-101.5767102
42-173371580000,31.67463611,-101.3147789,31.70457663,-101.3224578
42-173371590000,31.67460778,-101.3149031,31.70408763,-101.3246935
42-173371650000,31.79718047,-101.7182098,31.82439531,-101.7257376
42-173371660000,31.7971571,-101.718303,31.82409437,-101.7271622
42-173371730000,31.675146,-101.562865,31.695261,-101.569382
42-173371760000,32.02380361,-101.6780847,32.04589167,-101.6858389
42-173371790000,32.05493556,-101.6440414,32.07656356,-101.6508972
42-173371810000,31.67788889,-101.3185278,31.6516115,-101.3180127
42-173371820000,31.67786111,-101.3186389,31.65162334,-101.3192517
42-173371830000,31.67782667,-101.3187764,31.65162892,-101.3204797
42-173371890000,32.02780454,-101.7572956,32.00224212,-101.7460783
42-173371900000,32.02777461,-101.7574352,32.00160168,-101.7483818
42-173371910000,32.0277428,-101.7575747,32.00100507,-101.7511412
42-173371920000,31.7976125,-101.7162293,31.82451968,-101.7256771
42-173371930000,31.7976431,-101.7161057,31.8245047,-101.725721
42-173371940000,31.69597778,-101.3618028,31.68233932,-101.3605915
42-173371950000,31.69602972,-101.3615569,31.683671,-101.3540824
42-173371960000,31.69601111,-101.3616472,31.68319049,-101.3564791
42-173371970000,31.69599722,-101.3617133,31.68279306,-101.3585293
42-173372010000,31.76832194,-101.7282367,31.79205025,-101.7351367
42-173372020000,31.76830306,-101.7283142,31.7915458,-101.7372548
42-173372050000,31.81113889,-101.6920167,31.83118628,-101.6990583
42-173372060000,31.81116222,-101.6919239,31.83130641,-101.6987619
42-173372070000,31.81118444,-101.6918311,31.83124498,-101.6990681
42-173372090000,31.92213344,-101.7569012,31.93697061,-101.7612723
42-173372120000,31.92210394,-101.7570254,31.93662866,-101.7627342
42-173372130000,31.9312,-101.73286,31.95732327,-101.7404729
42-173372140000,31.93112725,-101.733,31.9339561,-101.7333563
42-173372190000,31.93171867,-101.7348606,31.95676445,-101.7428746
42-173372200000,31.93179,-101.73472,31.9569,-101.74271
42-173372210000,31.93095,-101.73746,31.95591,-101.74678
42-173372220000,31.93098,-101.7373,31.95587,-101.7468
42-173372230000,31.93119722,-101.7363694,31.95630698,-101.7448674
